text,timestamp,likes,sentiment,Unnamed: 4
presidential candidate leni robredo has now sealed major endorsements from key political figures in all regions in mindanao. halalan2022,2022-03-24 5:29:26,6079,neutral,
"the pride of mindanao, miss bayang barrios rendering soulful songs as the lenikiko rally ends. indeed, the crowd is quite small compared to all, but the courage is probably the biggest amp strongest in this part of town!",2022-03-24 3:41:33,1851,positive,
solo flight muna to meet the base and the ips in palawan to convince them to go for lenikiko. starting with a motorcade in puerto. katutuboinpalawan,2022-03-24 23:31:26,6786,neutral,
vp leni formally endorsed by alvarez davaoispink,2022-03-24 7:12:59,256,neutral,
"doon sa mga humihingi ng listahan ng iboboto ko, heto president 7 bongbong marcos vicepresident 4 mayor inday sara duterte senators 1st 43 rodante marcoleta 2nd 62 mark villar 3rd 29 atty larry gadon 4th 40 loren legarda 5th 57 gi",2022-03-24 18:07:42,2053,neutral,
presidential candidate vp leni robredo is stepping into president rodrigo dutertes home region davao for the first time on the campaign trail today. her supporters are currently holding a grand rally for her at the davao del sur coliseum in digos city. phvote via,2022-03-24 1:06:48,4241,neutral,
"maraming salamat sa tiwala at patuloy na partnership, ma'am . kayo naman po ang akin president mula noon hanggang sa susunod na anim na taon. lenikikoalltheway panoorin",2022-03-24 7:26:01,23105,neutral,
"hindi nila tayo pinabayaan' angel locsin expressed her support to vice president leni robredo, who she described as ""always present"" during calamities. senatorial candidate neri colmenares is the nephew of the darna's star. bilangpilipino2022",2022-03-24 2:30:00,3375,neutral,
"kasingtamis ng kakanin ng quezon ang naging pagsalubong niyo sa amin kahapon! salamat, lucena sa inyong pinakitang pagmamahal at tiwala sa uniteam! samasama tayong babangon muli!",2022-03-24 9:08:04,7010,neutral,
laglag luha ko dito ingatan nyo naman please nakakaawa si pops grabe dama ko yung sakit.. iluluklok pa nating presidente yan.,2022-03-24 7:44:17,348,neutral,
"amusing how kakampwets are all agog over the endorsement of leni by a mobile regional party, when the ruling pdplaban led by no less than the incumbent president and the nup, one of the largest nationwide political groups, have endorsed bbm. truly laughable.. lenlenloser",2022-03-24 16:28:50,712,negative,
"punongpuno ng kasiyahan ang puso namin ni mayor inday sara at ng uniteam dahil sa napakainit na pagsalubong ninyo, tiaong! ang aming hangarin na pagkaisahin ang buong bansa ay abotkamay na dahil sa inyong pananalig at pakikiisa sa aming alyansa. maraming salamat po!",2022-03-24 3:39:56,6393,neutral,
ang sweet ni vp leni may paflowers pa kay angel locsin. angel's caption.,2022-03-24 13:51:16,6943,positive,
broo partido reporma left ping lacson for leni?? plot twist,2022-03-24 4:15:33,2060,neutral,
"far eastern university feu law school dean atty. mel sta. maria endorsed vice president leni robredo on thursday, march 24, and asked students to support her bid for the presidency.",2022-03-24 12:20:00,3803,neutral,
"watch former makati rep. monsour del rosario, who is among the lacsonsotto tandems senatorial bet, now pledging support for vp leni robredo. voteph ourvoteourfuture",2022-03-24 7:45:16,4544,neutral,
"just in malacañang confirms that president duterte recently met with presidential bet ferdinand ""bongbong"" marcos jr.",2022-03-24 7:18:58,1184,neutral,
"with her ongoing visit to davao region, vice president leni robredo is now the first presidential candidate to have campaigned in all 17 regions in the philippines since 09 october 2021 the day after the deadline for coc filing. davaoispink",2022-03-24 6:42:32,12537,neutral,
"""naalala ko.. sumasama kami sa mga martsamartsa doon sa kalye para tuldukan ang rehimeng diktadurang marcos.."" partido reporma president and former house speaker pantaleon alvarez explains why he is now supporting the presidential candidacy of vp leni robredo. halalan2022",2022-03-24 7:02:25,410,neutral,
"just in president rodrigo duterte meets with presidential candidate ferdinand ""bongbong"" marcos jr., malacañang confirms.",2022-03-24 7:34:52,209,neutral,
thats why were pushing for a vp leni robredo presidency ito ang solusyon ni senatorial candidate antonio trillanes iv para matanggal ang toplevel na korapsyon sa gobyerno. mawawala lang aniya ang korapsyon kung ang susunod na presidente ay hindi rin korap.,2022-03-24 0:32:42,2831,neutral,
sobrang importante' presidential bet vice president leni robredo said the endorsement of former house speaker and davao del norte 1st district rep. pantaleon alvarez would help other local officials be courageous in making a stand. voteph ourvoteourfuture,2022-03-24 7:46:53,258,positive,
i harbor noill feelings' presidential aspirant panfilo lacson resigns from partido para sa demokratikong reporma amid speculation that the party will now shift its support to vice president leni robredo. bilangpilipino2022 read,2022-03-24 3:12:37,287,neutral,
"philippine social media has exploded with support for presidential election favorite ferdinand marcos jr., driven by a massive misinformation campaign aimed at revamping the family brand and smearing his top rival. voteph ourvoteourfuture read more",2022-03-24 0:15:31,196,neutral,
"although she respects the decision of some of her supporters to vote for presidential daughter davao city mayor sara duterte as her successor, vp leni robredo maintained that there is no other running mate for her but senator kiko pangilinan. read",2022-03-24 10:10:00,422,neutral,
napupuno daw ang mga leni rally cuz of the celebrities. sizt have you ever been to any of the rallies? di nga matanaw yung stage or screen and yet andon ang mga tao. they are there cuz they believe in their candidate davaoispink,2022-03-24 1:29:38,3116,neutral,
"she has transformed into a symbol of the pink revolution ito aniya ang pinakamalakas na katangian ng kampanya ni presidential candidate vice pres. leni robredo, ayon kay senatorial candidate antonio trillanes iv. bilangpilipino2022",2022-03-24 1:11:02,1664,neutral,
presidential candidate ferdinand marcos jr. won the support of the equally powerful national unity party. pdi,2022-03-24 22:11:19,2070,positive,
"pahayag ni leni na nakayanig sa bansa ""hindinghindi ko kayo nanakawan."" hindi masabi iyan ni bbm at sara. walang maniniwala.",2022-03-24 7:06:44,6170,neutral,
official statement of anakbayan laguna to governor hernandez's endorsement of vice presidential candidate sara duterte and the provincial government's resolution adopting her as daughter of the province. notomarcosduterte2022,2022-03-24 10:50:38,583,neutral,
just in national unity party nup has decided to endorse the presidential bid of smnielectionwatch2022 yourvotematters ituloyangpagbabago,2022-03-24 8:13:16,428,positive,
actress angel locsin has called out a netizen who insinuated that shes supporting vice president leni robredo so that the franchise of the broadcast network abscbn would be renewed if she wins the national elections in may 2022. read,2022-03-24 10:50:00,4567,neutral,
"just in the national unity party nup endorses the presidential bid of ferdinand ""bongbong"" marcos jr. voteph ourvoteourfuture",2022-03-24 7:42:20,1758,neutral,
presidential candidate vp leni robredo is stepping into pres rodrigo dutertes home region davao for the first time on the campaign trail today. her supporters are currently holding a grand rally for her at the davao del sur coliseum in digos city. phvote,2022-03-24 1:01:15,3953,neutral,
"kris aquino endorses leni robredo like pnoy, she will not steal",2022-03-24 6:01:08,557,neutral,
i dont want to retweet it but that len2x loser vid is just sad. too much hate in their hearts. nakakainis but also nakakaawa that they are duped into thinking na kahatehate si vp whereas si bongbong nga itong nagnakaw at patuloy na nanloloko sa pilipinas.,2022-03-24 11:17:41,3309,negative,
"icymi when leni robredo met nanay gloria sa gerona public market pa lang, inabangan na ni nanay gloria si leni. at noong rally, they finally got together onstage! we feel you nanay gloria! talagang overwhelming ang inspirasyon at pagasang dala ni leni robredo.",2022-03-24 9:04:39,8295,positive,
look snapshots of kakampinks at davao del sur coliseum this morning. vp leni media bureau,2022-03-24 1:39:11,760,neutral,
"maging smarte na sa pagpapaabot ng mga mensahe sa mga botante. kung ang target ay ang mga makamarcos, huwag ang imahe nina vp leni at sen. kiko ang gamitin. babalewalain lang 'yan nila. dadaanan ng mga mata. pero kung image nina bongbong at sara, hihinto sila at babasahin pa.",2022-03-24 2:36:08,387,neutral,
"natutulog pa ba si vp leni and her team,the angat tropa??last night they were in tarlac and now in davao del sur is it? wondering where she is getting the energy?? let's all pray for her health and her team..god bless and guide you all ..",2022-03-24 2:44:22,9650,positive,
i went to davao earlier this morning and i saw this establisment with lenikiko tarps. it made me so happy that i took a picture of it. davaoispink davaodelsurispink,2022-03-24 7:35:56,2392,positive,
"hindi nakakatawa na dinadaan na lang ni bongbong marcos sa tawa ang hindi niya pagbayad ng estate tax. ang mga taxi driver, tsuper ng jeepney, mangingisda, driver ng grab at lalamove nagbabayad ng 2 tax na pinataw sa petrolyo. lahat umaaray maliban siya.",2022-03-24 1:25:41,299,neutral,
"""we need a leader. and for the 2022 presidential elections, given all these considerations and the crisis we have to overcome, that leader is a woman. her name is leni robredo,"" he said in a statement.",2022-03-24 4:10:21,527,neutral,
"rep alvarez sa pagsuporta kay robredo we need a leader. and for the 2022 presidential elections, given all these considerations and the crisis we have to overcome, that leader is a woman. her name is leni robredo. halalan2022 via",2022-03-24 6:42:16,236,neutral,
im tearyeyed watching the crowd goes hilomsilent while watching the video showing vp lenis various angat buhay programs assisting the needy in mindanao. they can feel it. they have seen it.,2022-03-24 2:53:21,3300,neutral,
"throwback 5 years ago, pantaleon alvarez as house speaker looked at impeaching vice president leni robredo for criticizing duterte and his drug war. today, he endorses her as the country's next president. phvote",2022-03-24 6:39:13,409,neutral,
"aquino vs. marcos ba kamo? si kris aquino, top taxpayer. si bongbong, tax evader. si kris aquino, kahit may malubhang sakit, nagpakita sa rally. si bongbong, dahil sa sinat, hindi sumipot sa zoom meeting. mahinangnilalangsibongbong bongbongduwag bongbongtaxevader",2022-03-24 1:25:55,10653,neutral,
look pink flaglets at the provincial capitol of davao del norte ahead of the press conference of vp leni robredo and partido reporma officials. via halalan2022,2022-03-24 5:15:03,606,neutral,
"happening today presidential aspirant vp will be walking into the lions den as she brings her campaign to davao region, president dutertes known bailiwick. she will have a rally in digos city, davao del sur before going to tagum city, davao del norte.",2022-03-24 0:42:23,1385,neutral,
"dasurv ni ping na nilaglag siya ng sarili nyang partido. tuloy pa rin daw siya sa pagtakbo. pinapakita nito at ang nakakahiyang endorsement ng pdp laban kay bbm kung anong klaseng political party system meron tayo. lipatan, laglagan, token na pagbitbit ng prinsipyo at plataporma",2022-03-24 4:14:03,189,neutral,
watch vp leni robredo arrives here in davao del norte provincial capital to meet gov. edwin jubahib and other officials. she will hold presser after the meeting. via,2022-03-24 6:21:08,232,neutral,
"we need a leader. and for the 2022 presidential elections, given all these considerations and the crisis we have to overcome, that leader is a woman. her name is leni robredo. rep. pantaleon alvarez, president, partido reporma",2022-03-24 5:26:47,186,neutral,
look davao del norte capitol staff preparing pink ribbons ahead of robredos arrival here. phvote,2022-03-24 5:08:53,244,neutral,
partido reporma davnor is switching to leni. our mayor started to share leni posts. i am happy davaoispink tagumispink,2022-03-24 4:29:35,3033,positive,
"ito talaga dahilan bakit pinili si patty over ginny chz!! vp leni robredo kasama ang nagiisang kamukha ni mama mary, ms. iza calzado dapatsileni! husayattibay dabawispink davaoispink",2022-03-24 4:54:16,2520,neutral,
"inday sara you're not good enough for vp leni, you do not believe in honesty in governance. doon ka lang sa mga corrupt notocorruption notomarcosduterte2022",2022-03-24 18:21:30,292,negative,
partido reporma throws its support behind presidential candidate vp leni robredo after its standardbearer sen. ping lacson quit from the party. halalan2022 read,2022-03-24 9:05:00,314,neutral,
"senator panfilo lacson's poor showing in preelection surveys is the primary reason why his former party, partido reporma, chose to support vice president leni robredo instead. halalan2022",2022-03-24 22:20:00,319,negative,
"bbm ang korupsyon di matitigil yan. meron talagang taong gagawa ng kalokohan. ang ovp laging nakakakuha ng highest coa rating. transparent din si leni sa saln. at sa 9 yrs of service, di siya nabahiran ng pagnanakaw. piliin natin ang lider na hindi inonormalize ang korupsyon.",2022-03-24 10:58:01,10623,neutral,
"malakanyang, kinumpirma ang pagkikita nina president rodrigo duterte at presidential candidate smnielectionwatch2022 yourvotematters ituloyangpagbabago",2022-03-24 8:22:10,290,neutral,
"sabi ng mama mo na mama ko rin na si vp , may assignment daw tayo mga anakngbbmsupporter, this is really is it 😭 anak ng bbm supporter for leni mar 26, 800pm with ms. bing camacho",2022-03-24 13:03:07,404,neutral,
nadagdagan pa ang mga political grp. na nagpapahayag ng suporta para sa kandidatura nina at . ito ay matapos lagdaan ang alyansa ng partido federal ng pilipinas pfp at reform party rp. via smnielectionwatch2022 yourvotematters,2022-03-24 11:02:20,233,neutral,
"the nerve,the audacity of this woman calling leyte is for her! let me remind the kakampwets abt what happened during yolanda ang kapal nyo guys grabe! leyte is definitely for bbm during yolanda bbm is one of the few who arrived first! mahiya kayo ng konti uy! leyteisred",2022-03-24 5:01:19,337,neutral,
"masantos ya ngarem! here is the pangasinan version of kay leni tayo. if i am not mistaken, this is the first political jingle which has been translated into so many regional languages. they may sound different but they are all equally appealing. letlenilead",2022-03-24 8:52:02,268,positive,
i love her statement lenikikoalltheway davaoispink,2022-03-24 7:10:44,222,positive,
"the ""kay leni tayo"" campaign jingle now being played over the speakers here at davao del norte capitol. via phvote wedecide",2022-03-24 5:38:18,222,neutral,
maghahouse to house campaign na rin sa palawan. dalhin natin kampanya sa kasuluksulukan.,2022-03-24 7:09:29,1497,neutral,
"gaya ng lipstick na nagbibigayconfidence sa mga kababaihan, ganyan rin ang kailangan nating pinunoyung magpapalakas ng loob natin, yung tunay na nakakaunawa sa atin, yung tunay na magaangat sa atin. babae ako, babae ka, babae tayo. at babae ang pangulo natin, leni robredo!",2022-03-24 12:00:04,414,neutral,
am sure more will be jumping ship. the lenikikoenergy is now owning the country. lipat na hanggang maaga.,2022-03-24 7:03:40,285,neutral,
"i had a quick talk with my gas pump attendant kung may napili na sya. she said bbm or . i shared w her my metrics hoping she can get ideas. i said, both are kind ppl, but bbm has a hidden agenda, to avoid paying 203b tax. leni is just to serve. leni na daw sya.",2022-03-24 13:36:13,1391,neutral,
"share ko lang ha, nag iisang kandidato si vp leni na mayroong plataporma para sa maritime industry. kasi pinapahalagahan niya ang ating mga seaman sa nagtatrabaho sa iba'tibang panig ng mundo.",2022-03-24 0:50:12,4916,neutral,
nagbigay ng payo si pangulong rodrigo duterte sa frontrunner na si bbm kaugnay sa mga karanasan nito bilang presidente sen. bong go smninewschannel,2022-03-24 2:16:49,332,neutral,
"he the dictator's son is corruption prsonified!! the coming election is indeed a choice between good leni and evil dictator's son. hence, your choicevote reflects whowhat you are.. beware!! mga resibo sa bbm sara hakot rally notomarcosduterte2022",2022-03-24 15:28:24,743,negative,
"para sa manila science high school si lenikiko2022 lang! salamat sa students, alumni, at former faculty ng mascil para sa pagtindig kina leni robredo at kiko pangilinan.",2022-03-24 7:07:25,796,neutral,
"doon sa mga humihingi ng listahan ng iboboto ko, heto president 7 bongbong marcos vicepresident 4 mayor inday sara duterte senators 1st 43 rodante marcoleta 2nd 62 mark villar 3rd 29 atty larry gadon 4th 40 loren legarda 5th 57 gi",2022-03-24 18:12:52,199,neutral,
"nagpahayag ng suporta para kina leni robredo at kiko pangilinan ang mga dating guro, staff, at opisyales ng department of education! tinatawag silang education president at vice president dahil sa kanilang plataporma at sa kanilang mga karanasan bilang mga pinuno",2022-03-24 3:21:32,1264,neutral,
bakit naglulundagan na sila papunta sa bicolana?? lenirobredo,2022-03-24 14:57:19,621,neutral,
"ito yung natutuhan ko lately, na hindi dapat ibibigay sa iba ang lahatlahat. magtira tayo para sa sarili natin. hindi naman pagdaramot yun. dahil deserve din natin yung pagmamahal at respeto na libre lang naman nating binibigay sa iba. magtira ka ng para sa'yo.",2022-03-24 11:00:03,696,neutral,
"naniniwala ang diocesan council of the laity ng legazpi, albay na sina vp leni at sen kiko ang mga lider na kailangan nating piliin para makabangon mula sa pandemya at sa krisis sa politika at ekonomiya.",2022-03-24 11:00:01,545,neutral,
breaking the reform party rp formally endorses presidential frontrunner and mayor for the 2022 elections. the merging was done in a simple ceremony at the bbm hq in mandaluyong city on wednesday. bbm media team,2022-03-24 7:19:29,2825,neutral,
the national unity party backs presidential front runner .,2022-03-24 7:45:27,220,neutral,
it should be kiko over tito. daming bagahe ni tito. kiko has leni too. family meeting na po kayo. it is not only the presidency we want here. we want the father and daughter out too!,2022-03-24 7:56:22,328,neutral,
"just in the uniteam of , still lead the latest 'pulso ng pilipino' survey by the center. 'marcos and duterte dominated in all regions with the highest percentage in mindanao,' the survey said.",2022-03-24 3:28:30,595,neutral,
"talking about nanay gloria, this is my mama. she waited for vp leni and team in the pasiglaban for 10 hours. shes turning 77 this year and 1st time to join me in campaign rallies. naniniwala sya katulad natin na may pagasa pa. maraming salamat mama, mahal kita.",2022-03-24 2:08:27,483,neutral,
read the camp of presidential frontrunner welcomes the nup endorsement.,2022-03-24 10:59:12,352,positive,
"hindi na nakipagsiksikan para makipagpicture kay . tiwala naman ako na maraming pagkakataon in the next 6 years para makapagphoto ops with the 17th president. couldnt help na maluha, finally a leader that cares amp connects minus the comedy, hubris amp violence",2022-03-24 3:45:42,1706,neutral,
itong laban ni vp leni against bbm ay parang yung kwento ni david at ni goliath!! pader ang kalaban nya!! pobre kumpara sa clout at pera ni marcos!! pero tuloy ang laban dahil ito ay para sa magandang kinabukasan ng bawat filipino!!,2022-03-24 15:01:12,255,neutral,
"wishful thinking lang in the next few days before may 9 imagine our boxing hero not the politician, our national treasure, going around the country amp attending rallies with vp fighting for a clean, honest, amp corruptfree government. goosebumps",2022-03-24 7:02:45,184,positive,
"from dancing sibuyas to the surprise appearance by kris aquino, writes about robredos sorties in central luzon, where she hopes to court more votes. phvote",2022-03-24 11:34:28,198,neutral,
"wala na bang magendorse kay bbm? silasila na lang ang nagaangatan ng bangko. silang mga trapo, o basahan ng pulitikang filipino. bakit si leni maraming endorsement mula sa mga disenteng filipino at grupo? si bbm walang makuha kundi suporta ng ang mga pipitsugin at patapon?",2022-03-24 14:51:16,470,neutral,
"nasa panig ni ma'am sina angel locsin at kris aquino. mga babaeng kumikilos at sumisipot kahit hindi paborable ang sitwasyon nanindigan sa tama at totoo kahit hindi convenient. meanwhile, nasa kabila ang mga lalakeng gaya ni andrew e. gwapinks",2022-03-24 4:43:29,224,neutral,
friends from laguna.. please support our fellow kakampink kakampinks lenikiko2022 supporter. ms. sol aragones. don tayo sa taong naniniwala sa pangulo at bise pangulo natin. lagunaispink,2022-03-24 11:30:07,274,positive,
"for the record, bam aquino was the man behind the campaign of leni robredo from 1 to vice president.",2022-03-24 7:34:46,310,neutral,
kakampink ako at araw araw kong isisigaw na ang presidente ko ay si leni. ako po ay nakatira sa bayan ng lipa at ako ay kakanta para sa mga kababayan kong lipeño hindi para kung kanino lamang.,2022-03-24 10:02:05,382,neutral,
"robredo hindi maiiwasan na ang supporters iba ang ipupush na combinations, pero as far as im concerned, as far as the official campaign structure is concerned, ang aking vp until the very end ay si kiko pangilinan phvote",2022-03-24 6:55:54,314,neutral,
"si bbm tumatakbong presidente dahil lang sa apelyidong marcos na daladala niya. he is running for president only to perpetuate their name, wealth, and power.",2022-03-24 17:21:38,298,neutral,
"robredo rejects some allies' push for a tandem with sara duterte from the start until the very end, ang vp ko ay si kiko pangilinan. phvote",2022-03-24 6:55:31,387,neutral,
just in exduterte ally davao del norte d1 rep. pantaleon alvarez is now supporting vp leni robredo for president. his reporma party has dropped its standardbearer senator panfilo lacson. phvote phvoterobredo wedecide via,2022-03-24 6:39:13,10513,neutral,
"vp leni robredo dancing in smol! this, right here is our next president!! davaoispink",2022-03-24 7:33:34,742,positive,
"hindi ko tinira, it is a fact' manila mayor isko moreno said that if fellow presidential candidate bongbong marcos really cares about the people and ""unity,"" he should pay the p203 billion estate tax owed by his family to be given to help the people. bilangpilipino2022",2022-03-24 8:00:02,762,neutral,
just in bongbong marcos tops pulso ng pilipino noncommissioned survey on presidential preference conducted by data research firm the issues and advocacy center the center from march 713 with still majority vote of 51 bilangpilipino2022,2022-03-24 0:52:16,2600,neutral,
hindi maramdaman nung kasagsagan ng pandemya sunod biglang bumulaga noong panahon ng paghain ng kandidatura. charot!,2022-03-24 6:07:45,271,neutral,
the council of laity of the roman catholic archdiocese of manila and over 400 former philippine airlines employees have expressed support for the candidacy of vice president leni robredo and sen. francis pangilinan for the top two elective positions in the country.,2022-03-25 23:36:28,8212,positive,
"leni robredo's first move against corruption asked how she will build a graftfree system, vice president leni robredo said her first step against corruption as president would be to make sure agencies are led by upright, competent officials.",2022-03-25 16:29:03,12054,neutral,
"watch speaking in hiligaynon in his home turf roxas city, exdilg chief mar roxas endorses his former running mate vp leni robredo for president, asks his kasimanwas to give their full support to robredo. phvote",2022-03-25 8:25:59,11627,neutral,
"ang ganda ng bulaklak. kasing ganda ng presidente ko look vice president leni robredo sent angel locsin a bouquet of pink roses, the actress shared on her instagram story. locsin",2022-03-25 3:21:05,6458,neutral,
look presidential candidate vp has received the exclusive funko pop made by cubao customs shop. the shop reiterates it is not for sale or reproduction. cubao customs via halalan2022,2022-03-25 7:24:55,20875,neutral,
solid lenikiko tayo mga kakampink lenikikoalltheway,2022-03-25 13:39:51,4225,neutral,
my president is leni robredo. claim it.,2022-03-25 9:07:15,13968,positive,
"look mural for lenikiko tandem in caloocan cityyouth supporters finished the painting on thursday, days ahead of the camanavarocknrosas campaign rally for the 2022 bets set at the notre dame of greater manila on saturday. rowena rosario canlas via",2022-03-25 3:10:26,979,neutral,
"presidential bet vp leni robredos spox barry gutierrez on sen lacsons claim that rep alvarez switched support because he was asking for p800m we are a campaign thriving on initiative and volunteerism, and we certainly do not have p800m to give away to anyone. phvote",2022-03-25 3:22:41,1017,neutral,
"look sandro marcos, who is vying for a congress seat and son of presidential candidate ferdinand bongbong marcos jr., takes the stage in the proclamation rally of team marcos in laoag city, ilocos norte. voteph screengrab from bbm fb livestream",2022-03-25 12:22:05,783,neutral,
"i have complete faith in vp leni's judgment. she got this far wo having to compromise her values amp principles. that being said, the continuous defection of former admin allies to her camp can only be attributed to the power of vp's vision for ph amp the momentum of her ascension.",2022-03-25 8:05:06,7641,positive,
"story time while waiting for our sundo sa scuba diving activity namin, i witnessed how this small man from boracay faced giants to defend his stance and his vote for leni. i felt proud to hear him battle with pool of beybiem supporters.",2022-03-25 3:18:03,11544,positive,
nagmarunong na naman si madumb lenlen rose.,2022-03-25 10:27:13,360,neutral,
partido reporma president pantaleon alvarez claims that they are encouraging lgus to support the presidential bid of vp leni robredo in halalan2022.,2022-03-25 0:42:29,367,positive,
"our campaign thrives on initiative and volunteerism, and we certainly do not have 800m pesos to give away to anyone. the support for vp leni's presidential bid is anchored on the hope that she can reform government and bring a better future for all filipinos. angatbuhaylahat",2022-03-25 3:52:38,8342,positive,
"presidential bet vp leni robredo gives supporters assurance shed be looking out for the welfare of indigenous peoples if she wins. this comes after some supporters opposed her position in favor of new clark city, which would affect aetas. phvote wedecide via",2022-03-25 6:15:24,1501,neutral,
"hacienda luisita massacres brains was gloria arroyo, marcos jr and sara dutertes number one backer. hindi liberal party ang nagutos sa mga heneral ni palparan glorias favorite para barilin ang mga magsasaka sa luisita. hindi rin liberal party ang amo ni patricia sto. tomas.",2022-03-25 0:57:27,1468,neutral,
this is it!! airport runway ang gagamitin ng bohol for leni amp KIKO!!!  Photo: Bohol for Leni Grp https://t.co/Uu0fqs36Yc,2022-03-25 1:26:29,2473,neutral,
"aspiring president vice president leni robredo is among the four presidentiables attending the usapang halalan 2022 cbcp election forum friday evening, march 25. via",2022-03-25 10:23:20,3305,neutral,
"a 4point plan for committed kakampinks 1. post lenikikos achievements only on socmed. 2. do not engage with negativity. 3. show up in whatever local events you have. 4. volunteer in campaign caravans, housetohouse, at least four hours a week. lesdodis. double time.",2022-03-25 12:40:54,354,neutral,
"ang damidami yatang nagaaudition sen. imee marcos, sister of presidential candidate bongbong marcos, revealed in a forum on thursday that there are already people lining up to be part of his brother's cabinet if marcos jr. is elected in the may 9 polls. bilangpilipino2022",2022-03-25 2:00:01,246,neutral,
the countrys national language will go back to ilocano. this was uniteam presidential candidate bongbong marcoss tongueincheek prediciton to his fellow ilocanos during the campaign launch of local election candidates. read,2022-03-25 13:27:33,765,neutral,
"bayad daw po ako, bayad po ba kayo? toni gonzaga, a staunch supporter of bongbong marcos, responds to critics who claim she was paid to support marcos jr.'s presidential bid. bilangpilipino2022",2022-03-25 7:30:00,411,neutral,
we will be looking out for their welfare' vice president leni robredo assures supporters on friday that she will look out for the welfare of indigenous people after they called her out for her speech in tarlac supporting the new clark city development.,2022-03-25 7:35:43,293,neutral,
"if theres one thing that sandro marcos has learned from his father bongbong marcos, its the meaning of the filipino saying ang pikon, talo.",2022-03-25 14:16:45,810,neutral,
"breaking the roman catholic archdiocese of manila council of the laity released a statement supporting leni robredo and kiko pangilinan for president and vice president, respectively. source commission on lay formationrcam council of the laity",2022-03-25 6:47:29,941,neutral,
ang pagmamahal sa ating bayan ay isa sa mga di mawawalang katangian sa amin sa uniteam. kaya naman nakakatuwa na makita ang ating bandila sa bawat pagbisita namin sa inyong lugar. ipagpatuloy po natin na mahalin ang pilipinas!,2022-03-25 4:05:15,7694,neutral,
"presidential aspirant vp leni robredo is firm that she will only campaign for sen. kiko pangilinan as her vice president, says her spokesperson barry gutierrez, amid local officials pairing robredo with other vice presidential candidates. halalan2022 ancheadstart",2022-03-25 1:23:26,200,neutral,
"i gave my laundry lady a lenikiko mask. nagkwento siya na nung umuwi daw siya, napagalitan siya. bakit daw isa lang. eh marami sila botante don na boboto kay leni these are urban women, belonging to class d. na according to early fgds were leni's least likely voters. progress.",2022-03-25 4:47:45,11749,neutral,
"presidential bet vp leni robredos spox barry gutierrez on sen lacsons claim that rep alvarez switched support because he was asking for p800m we are a campaign thriving on initiative and volunteerism, and we certainly do not have p800m to give away to anyone.",2022-03-25 3:02:42,2533,neutral,
"icymi robredo appears to be gaining political momentum based on anecdotal evidence as marcos has repeatedly missed national presidential debates and interviews by media platforms, fitch solutions said in a report dated march 24. voteph",2022-03-25 20:00:54,575,neutral,
"basahin lima mula sa pamilya marcos ang tumatakbo sa ilocos norte ngayong halalan2022 mayroon silang kandidato para sa ilocos norte 1st at 2nd district representatives, governor, vice governor, at laoag city mayor. via",2022-03-25 4:24:57,430,neutral,
"presidential bet leody de guzman says not attending debates is unfair as it robs voters the chance to get to know a candidate. dictators son ferdinand bongbong marcos jr. skips the cbcp presidential forum held earlier tonight, march 25. wedecide phvote phvotedeguzman",2022-03-25 14:17:57,305,negative,
"this the new face of philippine government leni will start! calling her out without the fear of getting red taggedsilenced but instead, she will listen to the voice of the masses. this is the kind of leader we need, this is the kind of woman every young girl should look up to",2022-03-25 6:18:08,422,positive,
"have my kakampink friends checked bbm's fb page? go check it out. hundreds of thousands of views, shares, and likes. this may not be organic but it is real to those who follow him. mahaba pa ang laban. lumabas, makinig, makipagusap.",2022-03-25 17:12:30,2280,positive,
"you teach me facts? then here's my facts. 1. kakampinks are toxic, narcissist dictators 2. leni was endorsed by cppnpandf 3. leni does not have qualifications to run the country. 4. leni is the queen of motherhood statements. you are not my teacher. notolenikiko2022",2022-03-25 0:30:23,1837,negative,
"these are leni's covenant to the people. we have the right to demand accountability should she revoke and turn back on these promises this is what differentiates us from others. ang kandidato natin ay hindi idolo, kundi simbolo ng aspirations ng maayos na bukas camanavaispink",2022-03-25 23:31:12,5259,neutral,
aspiring president vice president leni robredo believes that the philippines must take a stand and should not remain neutral over russias invasion into ukraine. read,2022-03-25 10:00:03,293,neutral,
"mission accomplished endorsement letter of support from tribal leaders in puerto princesa for me, lenikiko and tropa. with councilor john mart salunday and sk chairperson myla magbanua. consolidating ip support for leni kiko.",2022-03-25 6:55:19,2419,positive,
ako ay tunay na kakampink lenikikoalltheway,2022-03-25 14:20:55,469,neutral,
"why cannot people understand the consultative nature of vp leni's programs? since she was a congresswoman, that has always been her outlook ask the people their opinion. everyone has a voice,everyone is a stakeholder. why is that such a bad thing?",2022-03-25 14:35:57,1634,negative,
"gov. arthur defensor jr. of iloilo province and mayor jerry treñas expressed support to vp leni robredo despite the endorsement of partido federal ng pilipinas standard bearer bongbong marcos jr. by their very own party, the national unity party read",2022-03-25 7:00:02,364,neutral,
"look 'maria leonor', sculpted porcelain on brass metal armature and resin, by artist jef albea. the artwork depicts bravery, women empowerment, and selfless love for the country. it will be given as a gift to vp . on ig halalan2022",2022-03-25 0:43:14,3477,positive,
the average filipino spends most of their time in the streets and nights taking care of their kids. they have no time to 'research' leni's achievements. they were taught that the marcoses did our country well. all they know of leni is that their welloff neighbors like her.,2022-03-25 8:14:25,2345,negative,
