text,timestamp,like_count,vaderSentiment,naiveBayesSentiment,svmSentiment,logisticRegressionSentiment
"Popoy Son Roxas https://
m.facebook.com/
story.php?story_
fbid=5388775761
151929&id=10000
0586765074",2021-12-09 00:00:00,,neut,neut,neut,neut
Jessica Paticaoen Cabilan Hwg po kaung ganyan! Aattend nmn po cla kaso dun s scripted n debate n ung tanong eh alam n pra makasagot agad magmukhang matalino at wlang ganyang guests n bawat sagot s tanong eh my follow up question agad😂😅😆🤪 Jan mo makikita kng cno ang makakapasa s recitation at s huli s defense😂😅😆,2021-12-09 00:00:00,,neg,neg,neut,neut
"#LetLeniFaceClar
ita patrending natin guys 😂😂😂",2021-12-09 00:00:00,,neut,neut,neut,neut
"Popoy Son Roxas yes,,, cno kya and di nag pakita in difficult moment,,bakit nga ba absent sya,,🤣🤣🤣🇵🇭✌",2021-12-09 00:00:00,,neg,neut,neut,neut
Tpng Jstn tong hashtag nato dapat ipatrending s twitter hahaha,2021-12-09 00:00:00,,pos,neut,neut,neut
"Popoy Son Roxas nag luto sya ng lugaw para daw sa caravan nila ,,, 😁",2021-12-09 00:00:00,,neg,neg,neut,neut
"Popoy Son Roxas malabo Kasi mata mo! Try mo sa optical clinic, baka masolusyunan ng eye glass mata mo😂🤣",2021-12-09 00:00:00,,neut,neut,neut,neut
"https://
www.facebook.com
/
burito.floro.5/
videos/
464981251226325/
?app=fbl

Hindi tlga sya pede sa live",2021-09-23 09:43:00,,neut,pos,neut,neut
Melvin Magallanes Di kasi yon yong favorite Prof nya at Papayag sa utak nya.✌️✌️😂😂😂,2021-12-09 00:00:00,,pos,neut,neut,neut
Popoy Son Roxas Wala eh. SMNI debates ang nagpatunay na di nila kayang sagutin si Prof. Carlos in a formal debate. Equal naman ang tanong per candidate. Wala kaseng advance questionaire kaya lumambot yung tuhod nila. Asan na kaya yung pinag mamalaki nilang degree.. 🔍🧐,2021-12-09 00:00:00,,neut,neut,neut,neut
Popoy Son Roxas yan sila oh🤣🤣🤣,2021-12-09 00:00:00,,neut,neut,neut,neut
Popoy Son Roxas kasi hindi pinapa kita sa media.. Ikaw naman nag pa paniwala sa nanay mo maritess hahahaha,2021-12-09 00:00:00,,neg,neg,neut,neut
Nice one Popoy! I love that. 🤣🤣🤣,2021-12-09 00:00:00,,pos,pos,pos,neut
Jhan Salvador Diaz tama👍❤️❤️,2021-12-09 00:00:00,,neut,neut,neut,neut
"Alex Dls kung Isa ka sa tumatakbo sa pagkapangulo, Dadalo ka pa rin ba Kahit alam mong iniindurso na nila Ang Isa sa kalaban mo?",2021-12-09 00:00:00,,neut,neg,neut,neut
Jimmy Losocon ✌️✌️✌️✌️❤️❤️❤️❤️,2021-12-09 00:00:00,,neut,neut,neut,neut
Alam mo katwiran mo dika pede kahit pang tanod ng brgy... Think??? Dina need explain sayo just think?,2021-12-09 00:00:00,,neut,neut,neut,neut
"Popoy Son Roxas bka di kayanin ang tanong...magand
a tanong tumpak ang sagot..",2021-12-09 00:00:00,,neut,neut,neut,neut
"Popoy Son Roxas parihas ng comment..ahajaj
may source???i mean gc😜😜..ahahaha",2021-12-09 00:00:00,,neut,neut,neut,neut
"Na WAGDU um attend sa debate kasi nga..
Tapos wla pang advance question so paano na..??

Si Prof. Clarita na nagsabi nyan ahh...",2021-12-09 00:00:00,,neut,neg,neut,neut
"Arje Magtoto Mejos bobo spotted😂😂🙊🙊🙊 si prof. clarita nag sabi kaya nga may _prof.Clarita carlos

Issue bobo nmn😂😂😂😂",2021-12-09 00:00:00,,neg,neut,neut,neut
Popoy Son Roxas marites HAHAHAHA,2021-12-09 00:00:00,,neut,neut,neut,neut
"Popoy Son Roxas sino, Si Leni? Haha. Mahirap yung tanong ng prof pag di alam talaga ng sasagot but agree with Marcos ans Abella sa sagot",2021-12-09 00:00:00,,pos,neut,neut,neut
Popoy Son Roxas wala daw po kcng leak ng mga itatanong..,2021-12-09 00:00:00,,neg,neg,neut,neut
Tpng Jstn,2021-12-09 00:00:00,,neut,neut,neut,neut
Popoy Son Roxas Kung mka asta parang ang galing sumagot ng manok mong pink. Sa isang presidential interview nga kahit pang elementary yong interview di nga mkasagot. Di naman kagalingan manok mo sa QnA. Buti pa si Juliana Miss QnA. lol! Peace,2021-12-09 00:00:00,,pos,neg,neut,neut
"Congratulations
my PBBM! So PROUD of you sir, you nailed it!
Always here #Uniteambahay praying for you and our next VP Mayor Inday Sara Duterte! God bless you both. ❤️💚❤️💚❤️💚❤️💚
#MahalinNatinAng
Pilipinas",2021-12-09 00:00:00,,pos,pos,pos,neut
""" In the difficult questions, hindi ako nagpapakita"" - Mama Pink",2021-12-09 00:00:00,,neg,pos,neut,neut
Arjay Humarang talino mo kuya tumpak na tumpak😂,2021-12-09 00:00:00,,neut,neut,neut,neut
Christine Gomez 😂🥰😂😂😂😂🤣🤣🤣🤣🤣,2021-12-09 00:00:00,,neut,neut,neut,neut
Arjay Humarang pero nauna daw sya field🤣🤣🤣,2021-12-09 00:00:00,,neut,neut,neut,neut
Arjay Humarang 😂😂😂😂,2021-12-09 00:00:00,,neut,neut,neut,neut
"James Fernandez oo madam simbahan Yan, nakita kolang din SA ibang pages Kaya screen shot ko ,, nasura din ako nung Makita ko Yan, bilang isang myembro din NG katoliko, nakakadismaya na ginagawa nilang pagkadesperada ,, pati simbahan ginagamit na nila SA sariling interest..",2021-12-09 00:00:00,,neut,neg,neut,neut
Arjay Humarang kailangan daw ng advanced questions,2021-12-09 00:00:00,,pos,neut,neut,neut
"Urot Zinger subukan lang ng mga rosas na yan kung hindi sila mangalanta ,malaglag petals nila ,kaya pahinga ako😂😂",2021-12-09 00:00:00,,neut,neg,neut,neut
Arjay Humarang 😂😂😂😂,2021-12-09 00:00:00,,neut,neut,neut,neut
"Christine Gomez https://
www.facebook.com
/1816696045/
posts/
1021643248464412
8/?app=fbl",2021-12-09 00:00:00,,neut,neut,neut,neut
"Arjay Humarang pero duwag sa KBP, CNN at KMJS? - Papa Pula",2021-12-09 00:00:00,,neut,neg,neut,neut
Arjay Humarang yung simpleng tanong ngang anong comfort food walang diretsahang matinong sagot marami pa cute cute paikot ikot eto pa kaya eh its very difficult 🤣,2021-12-09 00:00:00,,pos,pos,neut,neut
"Arjay Humarang Lahat ng sinasabi nya, kinakain nya. Nakakahiya , inconsistent and a great liar.",2021-12-09 00:00:00,,pos,neg,neut,neut
"Edna Velasco nakakatawa sila 😄😄😄😄 di kaya si Prof. Carlos, afraid ba?",2021-12-09 00:00:00,,neut,neut,neut,neut
Arjay Humarang sir ma nose bleed po sila nd pd po don ang kodigo haha,2021-12-09 00:00:00,,neg,neut,neut,neut
Arjay Humarang well said...,2021-12-09 00:00:00,,pos,neut,neut,neut
Arjay Humarang not scripted kasi kaya absent🤣🤣🤣,2021-12-09 00:00:00,,neut,neut,neut,neut
"Mikaela Tue Alam mo ang tao minsan mapapangiwi yan lalo n kung mataas ng blood pressure, maybe merong health condition yan pero ok na yon na gagamot pero yung lutang ka di mo alam pinagsasabi mo much better less talk less mistake",2021-12-09 00:00:00,,pos,neut,neut,neut
Biber Pathy tama.,2021-12-09 00:00:00,,neut,neut,neut,neut
Kai Ollga ALAM MO BA ANG IBIG SABIHIN NG NGIWI? ANALIZE NAMAN SA SINASABI NI PRRD NA MY BAGAHI SIYA. BAKA NAGING TANGA KANA SA SUBRANG LOYAL MO.,2021-12-09 00:00:00,,pos,neg,neut,neut
Arjay Humarang tama hahahha,2021-12-09 00:00:00,,neut,neut,neut,neut
Arjay Humarang mahina nilalang hahaha nduweg na hahaha,2021-12-09 00:00:00,,pos,neut,neut,neut
Edna Velasco Me syotak vah😂,2021-12-09 00:00:00,,neut,neut,neut,neut
Mikaela Tue baka mas tanga ka negative nga sya sa drug test eh kaya kaw mag analyze bonak magpa drug test ka din,2021-12-09 00:00:00,,neg,neg,neut,neut
"Sa pagnakaw sa kaban ng bayan, mabilis ako dyan- Blengbong",2021-12-09 00:00:00,,neut,neg,neut,neut
Kai Ollga HAHA NEGATIVE? O TANGA KA LANG MAHINA SENSE MO TALAGA KUNG ANO IPAPAKAIN SAYO KAIN KA NAMAN KAHIT TAE NA. DI KABA MARUNONG MAG ANALIZE?😂 KAKATAWA KA!,2021-12-09 00:00:00,,neg,neut,neut,neut
"https://
www.facebook.com
/
regina.aspiras.9
0/videos/
1223828868357092
/",2021-12-09 00:00:00,,neut,neut,neut,neut
Mikaela Tue Ohhh c'mon ako mahina ang sense baka ikaw kumakain ng tae siguro dahil utak tae hindi ako bobang tulad mo... Minsan talaga may mga taong kapatol patol tulad mo... Boba eto tamang spelling ng analyze... Ikaw ang nakakatawa🤣,2021-12-09 00:00:00,,neut,neg,neut,neut
"Kai Ollga UTAK MO TALANGKA TALAGA NAG HAHANAP KA PA NG PALUSOT, HALOS LAHAT NG COMMENT DITO MY HINDI BASIHAN ANG SPELLING ANG IMPORTANTE MABABASA NG TAO. KARAMIHAN SA MGA TAONG KATULAD MO WALANG SENSE BAGO KAPA SIGURO NAKA HAWAK NG CP KAYA NABABAGUHAN KA SA MGA TEXT NA PANGMADALI.AN..
NAKO TAE KA TALAGA SAYANG LANG ORAS KO SAYO BUGOK.😂🤣",2021-12-09 00:00:00,,neg,neg,neut,neut
Mikaela Tue what the heck? Sayang pala oras mo pero nagreply ka pa din saking bugok ka... Kaw yung bulok na tae na nangangatwiran pa at ikaw yung nagpapalusot. Analize pa more hehe talino mo... Kaw ang utak talangka at walang sense na mahilig manghusga kawawa ka naman asar talo 🤪🤣😛,2021-12-09 00:00:00,,neut,neg,neut,neut
We are proud ilocanos🙏🙏🙏 Proud to have our future President#BBM🙏❤️May our almighty God protect and bless you sir 🙏 and so with your running mate Mayor Inday SARA 🙏❤️ God bless you botht🙏,2021-12-09 00:00:00,,pos,pos,pos,pos
Rosalie Arruiza Armington His a true example of a Good leader..His so humble and down to earth person..He is being condemned and everyone wants him to be out of the Presidential race.. but here his strong enough to show up that his a man of integrity and his love to all the Filipinos..God bless him🙏🙏🙏,2021-12-09 00:00:00,,pos,pos,pos,pos
Pag Ilocano daw talga mam/sir matatalino eh.❤️😊,2021-12-09 00:00:00,,neut,neut,neut,neut
"Ana Munoz LITRATO BAGO ANG MAKABAGBAG DAMDAMING TAGPO SA AMORANTO! MUNTIK NG MASIRA ANG GATE OMG BAKIT KAYA?

https://
youtube.com/
watch?v=6UDglDMU
zN4&feature=sha
re",2021-12-09 00:00:00,,neut,neg,neut,neut
Marianne Criselda Garcia Arpilleda True mam👍👍👍,2021-12-09 00:00:00,,pos,neut,neut,neut
"Ana Munoz https://
m.facebook.com/
story.php?story_
fbid=5388775761
151929&id=10000
0586765074",2021-12-09 00:00:00,,neut,neut,neut,neut
"Congratulations
sir,BBM you're the best👏👏👏 be safe always and God bless!😇🙏✌❤",2021-12-09 00:00:00,,pos,pos,pos,neut
You are such a brilliant my President. You just proved to the people how great nation we will become. Iloveyou Mr.President.,2021-12-09 00:00:00,,pos,neut,neut,neut
we love you po! please make the Philippines great again by the grace of God! 💚,2021-12-09 00:00:00,,pos,pos,pos,neut
Bethel Luz I agree po with God's grace and guidance. 🙏❤✌,2021-12-09 00:00:00,,pos,pos,neut,neut
Bethel Luz,2021-12-09 00:00:00,,neut,neut,neut,neut
Jhu-Dhie Angel Prince,2021-12-09 00:00:00,,neut,neut,neut,neut
"Proud of you BBM
You have shown them intelligence and true characters and sentiments for the country
Mabuhay ka",2021-12-09 00:00:00,,pos,neut,pos,neut
"Let us give this Man a chance and who knows we might end up with a surprise!
God bless BbM✌️",2021-12-09 00:00:00,,pos,pos,pos,neut
CONGRATULATION my beloved COUNTRY the PHIL.! Because of you Sir BBM ! You are sent by God to lead our nation. May God bless you always and keep you healthy! More power SIR!,2021-12-09 00:00:00,,pos,pos,pos,neut
"Congratulations
BBM! I'm proud that i have chosen you as my next President. I'm confident that you could do better among other candidates. God bless and stay safe Sir!!! ❤️",2021-12-09 00:00:00,,pos,pos,pos,pos
hello po #bbm ang galing nyo po napangiti mo si prof carlos hehe and the rest na aspirants n dumalo galing nyo din po.,2021-12-09 00:00:00,,neg,neg,neut,neut
Congrats to our next pres.We$re so proud of you .Thank you for the knowlegeable answer Mabuhay BBMSARA.tandem God bless us always,2021-12-09 00:00:00,,pos,pos,pos,pos
Very brilliant like his father! #BBMSARA2022,2021-12-09 00:00:00,,pos,neut,neut,neut
God bless Sir BBM you're the best and your running mate Mayor Sara Duterte mabuhay,2021-12-09 00:00:00,,pos,neut,neut,neut
Maria FE Espiritu,2021-12-09 00:00:00,,neut,neut,neut,neut
"I’m so proud and happy of you, our next President Bongbong Marcos. You’re very intelligent, smart, full of confidence, and very articulate. Excellent!!!❤️👏👏👏👏👏👏👏❤️",2021-12-09 00:00:00,,pos,pos,pos,pos
"So proud of you Sir ❤
Very well done po",2021-12-09 00:00:00,,pos,pos,neut,neut
"God bless you always Presedent..keep
safe and praying for your goodluck",2021-12-09 00:00:00,,pos,pos,pos,neut
"We proud, hoping and praying one day you will read our comments. Apostolic Catholic Church International Ministries support you in your candidacy our future President Ferdinand ""Bong Bong"" Marcos and Sara "" Inday "" Duterte as Vice President. Stay safe and healthy BBM and Inday Sara. God bless Maharlikan people, God bless Philippines",2021-12-09 00:00:00,,pos,pos,pos,pos
"Congratulations
SMNI, and of course the best of them all - BBM with his full display of respect to the Philippines sovereignty and Filipino dignity. Watching from Ontario, Canada.",2021-12-09 00:00:00,,pos,neut,neut,neut
"Congrats po,you did a really great job po!😭😭😭😭😭",2021-12-09 00:00:00,,pos,pos,neut,neut
"Congratulations
my president ✌️❤️ so proud of you!!",2021-12-09 00:00:00,,pos,pos,pos,pos
Your the best Sir BBM. For sure you will win the highest position in our country. Proud ilokana here.,2021-12-09 00:00:00,,pos,neut,pos,pos
"Very dignified looking
Very precise in his answers
bbm❤️❤️❤️",2021-12-09 00:00:00,,pos,neut,neut,neut
You did a great job Sir!✌️❤️,2021-12-09 00:00:00,,pos,pos,neut,neut
"Congrats BBM, panalo na tayo go go go God will guide you and give you knowledge and wisdom. God bless BBM at Sara",2021-12-09 00:00:00,,pos,neut,neut,neut
"Congratulations
po great answers po..proud Ilokana from South Korea",2021-12-09 00:00:00,,pos,pos,pos,neut
"Intellectual questions got intellectual answers from our very soon to be President. Kudos to you Sir BBM! You did it excellently! God bless & keep you safe always. ❤️❤️❤️💚💚💚
#BBMSaraUniteam2
022
#AngPanguloBBM20
22🇵🇭",2021-12-09 00:00:00,,pos,pos,neut,neut
"Rose Alconaba Why depending only on your monthly salary? when you can make money online by staying at home or your office without any stress. if you have an email address,a laptop or a smartphone, you can earn huge amount every 48hour depending on your choice without you sending money to anyone, for more information inbox manager
Click below now.👇👇👇👇👇👇
https://
www.facebook.com
/
tanko.musah.5891",2021-12-09 00:00:00,,pos,neg,neut,neut
Rose Alconaba ninamnam mo ang mga sinabi at tumugma naman?,2021-12-09 00:00:00,,neut,neut,neut,neut
So Proud of you our beloved PRESIDENT🥰. No any negative weapon formed against you shall ever prosper for your righteousness is from the Lord and every tongue that rises you in judgment you shall condemn. This is the heritage of the Lord to you. You are in our prayer always❤️💚🙏.,2021-12-09 00:00:00,,neg,pos,neut,neut
Proud BBM supporter here! congrats po next President!👏👏👏❤,2021-12-09 00:00:00,,pos,neut,pos,neut
So proud of you BBM May God bless you always 🙏🙏🙏,2021-12-09 00:00:00,,pos,pos,pos,pos
"Congratulations
Sir BBM,you're the best👏👏
Stay safe & healthy .God bless u always.",2021-12-09 00:00:00,,pos,pos,pos,neut
Margie Reyes SA KADUWAGAN YANG MARCOS NYU PATI AMING INDAY SARA AY DINADAMAY NYU PA.. KILALA NAMIN YANG MAYOR NAMIN! WALA INU URUNGAN YAN.. MGA YAWA.. DINADAMAY NYU PA MAYOR NAMIN SA MGA KADUWAGAN NYU.. EKISS KAYU MGA BUGOOKK.. BOBONG MARCOS PAKYU🖕🖕,2021-12-09 00:00:00,,neut,neg,neut,neut
Jezz Aquino anong pinuputok ng butchi mo,2021-12-09 00:00:00,,neut,neut,neut,neut
Jezz Aquino 🖕🖕🖕🖕🖕 also,2021-12-09 00:00:00,,neut,neut,neut,neut
"Jezz Aquino nakakatawa ka Noh sabihin mo Yan Kay madam Sarah cgurado aq putok nguso mo hinde Lang butsi puputok sayo ,,",2021-12-09 00:00:00,,neut,neut,neut,neut
Jezz Aquino nkalusot kn nmn...Nainom u nb ang gmot u😂😂😂,2021-12-09 00:00:00,,neut,neut,neut,neut
Proud of u my❤️Pres.bbm ✌️pray for your journey success and protection.God Bless and the all uniteam✌️👊🇵🇭🙏,2021-12-09 00:00:00,,pos,pos,pos,pos
I just wish Mr. Abella and Mr. Gonzales could work for you if you win the election. I think they have a pure good intention to serve the country too. I’m looking forward for your victory together with Sarah Duterte sir!!!!!,2021-12-09 00:00:00,,pos,pos,pos,neut
"Congratulations
SMNI, you did a great job for this presidential debate. Excellent",2021-12-09 00:00:00,,pos,pos,neut,neut
Eun Jeong Fbshop SMNI iniendorse ang Uniteam. HAHAHAHAHA bias eh,2021-12-09 00:00:00,,neg,neut,neut,neut
Mabuhay po kayo sir bbm god bless every time i salute you ..👏👏👊👊👍👍💞💞💞,2021-12-09 00:00:00,,pos,pos,pos,neut
BBM Brilliant Congratulation po.your the best.,2021-12-09 00:00:00,,pos,neg,neut,neut
Congrats everyone God bless Philippines and our fellow Filipinos BBM and Sara Tandem panalo na,2021-12-09 00:00:00,,pos,pos,pos,neut
congrats sir BBM we are very proud of you,2021-12-09 00:00:00,,pos,neut,pos,neut
"Congratulations
to Sonshine Media Network International (SMNI) for Hosting the 2022 Presidential Debate.

Salute to the 4 candidates including Senator BBM♥️! Respectful and well mannered, no advanced questions but answered spontaneously. Kudos to you gentlemen and to the moderator, well done. Panelists, questions well delivered.",2021-12-09 00:00:00,,pos,neut,neut,neut
Crowd's favorite 😁 Well done Mr. President! 👏😊😍💞 Ang Galing! 🇵🇭,2021-12-09 00:00:00,,pos,neut,neut,neut
Best of luck my future President.. May the almighty God guide you and protect you😇🥳🥳❤️💚,2021-12-09 00:00:00,,pos,pos,neut,neut
Nicely done Sir!❤️💚,2021-12-09 00:00:00,,pos,neut,neut,neut
"Congratulations
BBM I am so proud of you . You my next president stay safe and god bless solid uniteam BBM tandem 🥰😘✌️✌️✌️✌️✌️",2021-12-09 00:00:00,,pos,pos,pos,pos
GOD BLESS YOU ALWAYS OUR BELOVED BBM...MAGINGAT PO KAYO LAGI🙏🙏🙏✌✌✌❤❤❤,2021-12-09 00:00:00,,pos,pos,pos,neut
Your the best Sir God bless,2021-12-09 00:00:00,,pos,pos,pos,pos
"Let this SMNI and DZRH interviews speak for what the Presidentiables
could offer to the Country. And whoever wins, people should respect the will of the majority.",2021-12-09 00:00:00,,pos,neut,neut,neut
We are so proud of you. The next president of the Philippines. God bless po bbm. Solid Sara uniteam,2021-12-09 00:00:00,,pos,pos,pos,pos
"Kudos to you sir ❤️ very smart and brilliant, deserve nmo mahimong President . ( Sandro beke nemen) 😆",2021-12-09 00:00:00,,pos,pos,neut,neut
"Congratulations
po my President you are the best and you are star of the night.✌✌✌❤❤❤💚💚💚",2021-12-09 00:00:00,,pos,pos,neut,neut
So proud of you BBM.God bless po sir,2021-12-09 00:00:00,,pos,pos,pos,pos
YOU NAILED IT!!! KUDOS TO EVERYONE ALSO BEHIND THE AMAZING EVENT. 👏👏👏👏👏👏👏,2021-12-09 00:00:00,,pos,pos,neut,neut
"Congratulations
Sir, Great Job 👏",2021-12-09 00:00:00,,pos,pos,neut,neut
CONGRATULATION SIR BBM GOD BLESS,2021-12-09 00:00:00,,pos,pos,pos,neut
"God job BBM.
We are so proud of you..
Mayda na nagdaug..
Ada ha imo tak USA na botos BBM
Marcos Loyalist forever
Thank you Marcos Family for loving the Filipino people Mula noon hanggang ngayon
God bless you and for the whole Unity Team
Proudtobewarayw
aray",2021-12-09 00:00:00,,pos,pos,pos,pos
Oh I missed ! We pray for your success & protection from God !,2021-12-09 00:00:00,,pos,neut,neut,neut
"Dadicilef Nonaray https://
m.facebook.com/
story.php?story_
fbid=5388775761
151929&id=10000
0586765074",2021-12-09 00:00:00,,neut,neut,neut,neut
"Congratulations
, Sir BBM! We're so proud of you! ❤️✌️",2021-12-09 00:00:00,,pos,neut,pos,neut
"Congratulations
Sir....prepare the way for the Philippines to be great again,",2021-12-09 00:00:00,,pos,neut,neut,neut
"Congratulations
to our future President👏👏♥️♥️ Father like son gyud diay naka proud🥰 GOD BLESS BBM✌️♥️ and the whole MARCOS Family's and relatives
#BBMFORPRESIDENT
2022
#SARAFORVICEPRES
IDENT",2021-12-09 00:00:00,,pos,pos,pos,pos
"Great Job Mr. President Bongbong Marcos I was so impressed to see classy men did, who showed visions, ideas etc. and that is how the debate should be .. kudos to everyone and to Prof. Carlos so passionate. So proud to be Filipino to see something like this.. So proud of you Sir. ❤️💚 🇵🇭 ✌️👊",2021-12-09 00:00:00,,pos,pos,pos,neut
"Your our Next President ..ready to any questions being asked..Congratu
lations ..God always guide snd bless us ..!!!!!!",2021-12-09 00:00:00,,pos,pos,pos,neut
"Kudos to our next Philippine president, very articulate and knowledgeable. You were able to delivered your answers with confidence and sincerity. His witty of each word together with his graceful way of answering says about character. This will make him win as President for the 2022 election. ✌👊🇵🇭🇮🇱",2021-12-09 00:00:00,,pos,pos,neut,neut
"Congratulations
idol...👏👏👏
Stay safe po and God bless 🙏🙏🙏",2021-12-09 00:00:00,,pos,pos,pos,pos
"Congratulations
sir..Our future President BBM...May almighty God protect you always..God bless you❤❤",2021-12-09 00:00:00,,pos,neut,pos,neut
Salute and God bless poh,2021-12-09 00:00:00,,pos,pos,pos,pos
Congrats sir bbm..👍👍,2021-12-09 00:00:00,,pos,neut,neut,neut
"Congratulations
poh our next president BBM stay safe poh and stay healthy poh god bless poh 🙏❤😘",2021-12-09 00:00:00,,pos,pos,pos,pos
"Pres BBM, please consider Prof. Carlos in your administration.
She’s really really good - par excellence!",2021-12-09 00:00:00,,pos,neut,neut,neut
nanuod po sa live sir...you had the most excellent answer among them....umay kamet dtoy flora apayo ah sir,2021-12-09 00:00:00,,pos,pos,neut,neut
"Congratulations
You did great Future President ❤️❤️God bless ❤️💚",2021-12-09 00:00:00,,pos,pos,pos,pos
The most qualified and brilliant to be the next President. We proud of you.... always stay safe,2021-12-09 00:00:00,,pos,pos,pos,pos
Bench Catriz indeed the one and only 💖,2021-12-09 00:00:00,,neut,pos,pos,neut
"Congratulations
incoming President 2022❤ we are proud of you, we love you❤❤❤",2021-12-09 00:00:00,,pos,pos,pos,pos
"I salute you Our future. Pres.BBM,we are proud of you because you have brilliant mind,since the first debate to the last I watch it and I'm so proud of you mostly all the question of prof.Carlos,we love you ,✌️👊❤️💚",2021-12-09 00:00:00,,pos,pos,pos,pos
"Congratulations
Pres BBM! You did great👍❤🇵🇭",2021-12-09 00:00:00,,pos,neut,neut,neut
"Kalian congratulations
last night, you performed so amazingly, I couldn't wait for your leadership...Yo
u nailed it✌️🏼👊🏻🇵🇭❤️",2021-12-09 00:00:00,,pos,pos,pos,neut
Yes we love GOD BLESS.,2021-12-09 00:00:00,,pos,pos,pos,pos
Congrats sir..we're so proud of you! 👏👏👏❤,2021-12-09 00:00:00,,pos,pos,pos,neut
We are so proud of You!WE WILL SUPPORT YOU ALL THE WAY!OUR SOON PRESIDENT OF THE PHILIPPINES BBM💕❤💕GOD BLESS!!!,2021-12-09 00:00:00,,pos,pos,pos,pos
"I’m so proud of you Sir . Brilliant answer .You deserve to be our next President 2022 congratulations
!!❤️💚",2021-12-09 00:00:00,,pos,pos,pos,neut
Congrats BBM I'm proud of you you deserve it next president good luck and Godbless,2021-12-09 00:00:00,,pos,pos,pos,pos
"Rhelee Valdez Ventura Bobong Marcos , pa feeling special.. sa bagay mayaman ehh at feeling maangat sa iba.. aroganti ang bugokk.. kala nya talaga ang lakas na niya.. kapal ng mukha na isipin mananalo na siya na hindi nya pag tatrabaho-an ang panalo.. sa bagay , sanay hindi mag trabaho kasi mayaman ang pamilya sa pangungurakot noon. yan bah gusto nyung tao? Palamunin ,batogan ,at tamad?",2021-12-09 00:00:00,,pos,neg,neut,neut
"Jezz Aquino aquino bugok..hintutur
o m nkaturo sa u..super inggit mo sa katawan..basta kami BBM solid..sige nga patunayan m sinasabi mo.panay ang husga m..talagang special siya kaya inggit ka ano..ikaw ang batugan palamunin at tamad..🤣🤣🤣🤣🤣🤣",2021-12-09 00:00:00,,pos,neut,neut,neut
Jezz Aquino saka kana mag comment pag hindi kana nagwowork sa Edi sa puso mo,2021-12-09 00:00:00,,neut,neg,neut,neut
God bless you po lgi ..our next President!❤💚,2021-12-09 00:00:00,,pos,pos,pos,pos
My President BBM showed us all how capable of him to lead our country for the better....💓 proud supporter here...,2021-12-09 00:00:00,,pos,pos,pos,pos
God bless BBM,2021-12-09 00:00:00,,pos,neut,pos,neut
Nagwatch ako hanggan huli BBM sobrang galing nyo habang nagsasalita kayo napapahanga nyo po ako!! Ito yung debates na walang siraan ng kapwa. Sana kung kayo man po ang manalo na bilang presidente po namin sana kunin nyo po yung tatlong kasama nyo sa debate na to dahil mas uunlad po ang pilipinas kung kasama nyo po sila ❤️❤️❤️ God bless #SOLIDBBM,2021-12-09 00:00:00,,neg,neg,neut,neut
"Jessa Rose Mortel

Yong dalawa ok lang,
Ernesto “Ernie”Abella,N
orberto Gonzales.
Itong si Leody De Gusman huwag dahil pasaway,namimir
sonal .",2021-12-09 00:00:00,,pos,neut,neut,neut
"Yeeeeesssssss we are proud of you the next President BBM ✌️✌️
We love you so much and God Bless po Keep safe always 🙏🙏🙏
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️✌️✌️✌️✌️✌️✌️✌️✌️",2021-12-09 00:00:00,,pos,pos,pos,pos
sana manalo ka bbm solid suporter good lock god bless you i will pray for you,2021-12-09 00:00:00,,pos,pos,pos,pos
very proud #BBMSARA,2021-12-09 00:00:00,,pos,pos,pos,neut
"Congratulations
Sir",2021-12-09 00:00:00,,pos,neut,neut,neut
"wat a brilliant mind my become pres bbm✌️✌️✌️congratulations
sir 👏👏 praying for u🙏😇😇😇 stay safe UNITEAM❤️✌️✌️✌️✌️✌️✌️",2021-12-09 00:00:00,,pos,neut,neut,neut
"Congratulation!
To our future President Bbm were proud of you..❤❤❤💯",2021-12-09 00:00:00,,pos,neut,pos,neut
Thank you SMNI.The best debate.The panelists did their assignment so well.Atty. Karin makes the show shine out manage the tension so light.,2021-12-09 00:00:00,,pos,pos,neut,neut
"I salute every candidate who had given their time and their presence in the debate. You showed us how a debate must run. Full of intellect, respect, and unity, no negativities around. I honestly don't see this as a debate but as a healthy discussion about what should we be focusing on in today's generation as we are entering a new phase for our country's next administration.
✌🏻",2021-12-09 00:00:00,,pos,neut,neut,neut
"Cheenee R. Roazul tama,let's help each other na din kase di pwedeng I asa natin lahat sa gobyerno . Btw ma'am may BF ka na po? For educational purposes lang po yang question ko",2021-12-09 00:00:00,,neg,neg,neut,neut
"You deserve to be our next future President.Congr
atulations! Good luck and God Bless!",2021-12-09 00:00:00,,pos,pos,pos,pos
"Mercedes Claro Bastian Bobong Marcos , pa feeling special.. sa bagay mayaman ehh at feeling maangat sa iba.. aroganti ang bugokk.. kala nya talaga ang lakas na niya.. kapal ng mukha na isipin mananalo na siya na hindi nya pag tatrabaho-an ang panalo.. sa bagay , sanay hindi mag trabaho kasi mayaman ang pamilya sa pangungurakot noon. yan bah gusto nyung tao? Palamunin ,batogan ,at tamad?",2021-12-09 00:00:00,,pos,neg,neut,neut
Inom ka muna baka atakihin ka nyan di ka pa makaboto 🤣,2021-12-09 00:00:00,,neut,neut,neut,neut
Jezz Aquino Bitter,2021-12-09 00:00:00,,neg,neut,neut,neut
