text,timestamp,like_count,sentiment,vaderSentiment,naiveBayesSentiment,svmSentiment,logisticRegressionSentiment
"galing ng mga questions.. first best debate, brilliant panelists brave4 bbm",2021-12-07 00:00:00,,,positive,neut,neut,neut
congrats po sa aming future prest.bbmsara solid 2022.,2021-12-07 00:00:00,,,positive,neut,neut,neut
kung totoo may malasakit kayo sa bansa natin at sa taong bayan walang mahirap walang mayaman inshllah manalo kayo.,2021-12-07 00:00:00,,,neutral,neg,neut,neut
"you are still. number one sir, apo marcos.",2021-12-07 00:00:00,,,positive,neut,neut,neut
compendio jocelyn,2021-12-07 00:00:00,,,neutral,neut,neut,neut
brilliant mind the 17th president of the philippines,2021-12-07 00:00:00,,,positive,pos,neut,neut
congratulations pinabilib mo talaga kami our future president..,2021-12-07 00:00:00,,,positive,neut,neut,neut
super proud of you my dear president bbm,2021-12-07 00:00:00,,,positive,pos,pos,pos
congratulations mr president bbm2022saraall,2021-12-07 00:00:00,,,positive,neut,neut,neut
the best debate i ever watched!,2021-12-07 00:00:00,,,positive,neut,neut,neut
cheng mahinay yes.teh nice kaau😍,2021-12-07 00:00:00,,,positive,neut,neut,neut
temple alma diba day as in ang ganda talaga madami ka matutunan,2021-12-07 00:00:00,,,neutral,pos,neut,neut
cheng mahinay oo.teh maka tindog ug balahibo,2021-12-07 00:00:00,,,neutral,neut,neut,neut
salute sa inyo 4 lalo sau bbm.sa smni at sa 4 na panel..tindi ni prof.carlos..p iga talaga!binulaga kau 4..pero angat na angat ka bbm.ung ang gusto namin debate,2021-12-07 00:00:00,,,neutral,neg,neut,neut
the best po!,2021-12-07 00:00:00,,,positive,pos,neut,neut
"perfect answers the questions, we loves you and god",2021-12-07 00:00:00,,,positive,neut,neut,neut
mabuhay our soon nxt president,2021-12-07 00:00:00,,,neutral,neut,neut,neut
congratulations po smni at sa dumalo..ang ganda ng usapin wow pwd pala yon..sana meron pang sasalang ulit sa ganyan..vp..a nd all senador na tatakbo..matan ggal manlang maskara ng iba.hehehe..bb m kami,2021-12-07 00:00:00,,,positive,neg,neut,neut
"your the best leader sir bbm..akoy napahanga mo i am so proud of you..sna someday makamayan kita..i wish it will be.. marcos my 2022.. akoy pilipino ..taas noo kahit kanino..ang pilipino ay ""tayo"" solid bbm_sara 2022..",2021-12-07 00:00:00,,,positive,pos,pos,neut
godbless the philipphines..a nd so are you our next president..bbm,2021-12-07 00:00:00,,,neutral,neut,neut,neut
you did a great job there mr. president.,2021-12-07 00:00:00,,,positive,pos,neut,neut
"you top them all, mr. president!! proud to be ilocano!! cheers!!",2021-12-07 00:00:00,,,positive,pos,neut,neut
tnx god bbm we proud of u 😍,2021-12-07 00:00:00,,,positive,pos,pos,neut
"mabuhay ka president ferdinand ""bongbong"" marcos, jr.. god bless you and protect you",2021-12-07 00:00:00,,,positive,pos,pos,neut
its a healthy and best debate so far.. congrats smni😍 and you did a great job our future president of the republic of philippines bbm. absolutely smart,2021-12-07 00:00:00,,,positive,neut,neut,neut
ervie keith quilala yes namann!,2021-12-07 00:00:00,,,positive,neut,neut,neut
congrats bbm and congrats smni,2021-12-07 00:00:00,,,positive,neut,neut,neut
god blessbbm thank youlord jesus for your spiritual guidanceamen,2021-12-07 00:00:00,,,positive,pos,pos,pos
kanina meron nagikot na dito compfound namin maka pick maka lene sila ngunit sigaw ng family ko bbm bbm bbm daw kami sinabi ko sa mga pick maka bobong kami nakasimangot na sila kasi ingat compound maka bbm bbm kami,2021-12-07 00:00:00,,,neutral,neg,neut,neut
while im driving kanina papunta sa work bigla ko nalang naiisip si bbm sabay tawa and i said woww i cant wait for the next president im very excited! im so proud of you bbm the best ka!,2021-12-07 00:00:00,,,positive,neg,neut,neg
the finale of the debate is so amazingg,2021-12-07 00:00:00,,,neutral,neut,neut,neut
sana po if maging president po kau ng ating bansa wag po sana immandatory sa mga tao lalo na sa mga bata ang bakuna..,2021-12-07 00:00:00,,,negative,neg,neut,neut
sila ang masasabing pambato ng pilipinas at may malilinis n puso,2021-12-07 00:00:00,,,neutral,neut,neut,neut
congratulations poh sir.. 101 sa inyo poh ang boto ko..,2021-12-07 00:00:00,,,positive,neut,neut,neut
we love you bbm. tuloy tuloy lng ang laban. ipapanalo ka namin.,2021-12-07 00:00:00,,,positive,neut,neut,neut
congrats our beloved president,2021-12-07 00:00:00,,,positive,neut,neut,neut
congrats bbm my future president gusto ko rin maransan kong paano e hndle ni bbm ung pilipinas ltulad gnwa ng ama nya..nice u so smart god bless bbm at mam sara duterte at mga supporters.,2021-12-07 00:00:00,,,positive,neut,neut,neut
youre the man sir! supporting uniteam bbmsara all the way! 22,2021-12-07 00:00:00,,,positive,neut,neut,neut
"padayon po sa susunod na pangulo ng pilipinas, bbm! dutertesamalaca ñang",2021-12-07 00:00:00,,,negative,neg,neut,neut
"isa ako sa nkapanood ng live mo sir bbm,mbuhay! god bless.",2021-12-07 00:00:00,,,positive,pos,pos,neut
congrats po kuya wil,2021-12-07 00:00:00,,,negative,pos,neut,neut
"salute also to the other 3 who participated other than bbm.sorry for leni,lacson,isk o and pacquiao. the debate is only our country's problem to know how you can solve those problem as aspiring president. if in that situation you had no courage to show, so that our people will know how to handle by each and everyone of you being future president. what more if you are dealing with other leader of other countries.",2021-12-07 00:00:00,,,negative,neut,neut,neut
"natuwa ako sa event na to, kc di sila lamangan bagkos brainstorming kung ano plano nila sa mga issue ng bansa. ganyan dapat itaas ang antas ng debate. di nga debate yan e..brainstormin g yan. ang layo ng pagkakaiba nila nung mga journalists na nag sagawa ng ganyan.. saka puro paninira..",2021-12-07 00:00:00,,,negative,neg,neut,neut
"bbm ..thats our future president,keep safe sir ..philippines needed you . bbmsara solid",2021-12-07 00:00:00,,,positive,neut,neut,neut
you did very well our president!! 2022,2021-12-07 00:00:00,,,positive,neut,neut,neut
proud bbmunityteam here,2021-12-07 00:00:00,,,positive,pos,pos,pos
congratulation mr president,2021-12-07 00:00:00,,,positive,neut,neut,neut
these are the most eligible presidentiable aspirants.. they nailed it.. woah.. makaproud oi..,2021-12-07 00:00:00,,,neutral,neut,neut,neut
"akala ko po same question lang katulad sa ibang interviews ni bbm. grabe ung mga tanong at sagot nakakanose bleed makikita talaga kung sino ung may maayos na plataporma para sa bayan maging matalino po sa pagpili😍 at higit sa lahat hindi po iboboto ang 1 kandidato dahil lang sa may bayad kasi katwiran ng iba un lang daw po ang pakinabang nila, kapag nakaupo na wala ng pakialam sa bayan. salamat po bbm, puso nyo po ang kaylangan ng sambayanang pilipino😍",2021-12-07 00:00:00,,,negative,neg,neut,neut
natakot po humarap ang mga hamon ng hamon ng dibate.ke sir.bbm..umur ong ang pantalon at bistida ng mga hamon ng hamon.oh ano hindi nyu kaya ang talento ng aming next president ng pilipinas bongbong rumoaldez marcos jr. ang brain ng aming c bbm..ay hindi ninyu maabot.,2021-12-07 00:00:00,,,negative,neg,neut,neut
the best!,2021-12-07 00:00:00,,,positive,neut,neut,neut
congratulations sir ang galing! our next president.,2021-12-07 00:00:00,,,positive,neut,neut,neut
your great and congrats mr president,2021-12-07 00:00:00,,,positive,pos,neut,neut
so proud of my president,2021-12-07 00:00:00,,,positive,pos,pos,pos
"congratulations our president bbmna burn mo ,po sla,sa mga kalaban jn nawa na satisfy kyo at naarok ng utak nyo ang sinbi ng aming bbm",2021-12-07 00:00:00,,,positive,neg,neut,neut
congrats our president. talagang nag enjoy kami sa panonood.,2021-12-07 00:00:00,,,positive,neut,neut,neut
go go go bbm laya natin yan,2021-12-07 00:00:00,,,neutral,neut,neut,neut
i love you so much my future i really admire you po,2021-12-07 00:00:00,,,positive,pos,pos,pos
jovie jm alam mo yan marz may kamangak ti marcosen marz rhaiven marcos akon..bwahaha haha sandro marcos ng buhay ko marz..heheh,2021-12-07 00:00:00,,,positive,neut,neut,neut
rhaiven pagbutihin mars😂,2021-12-07 00:00:00,,,neutral,neut,neut,neut
"yes bbm sarah kami, mabuhay po kayo.",2021-12-07 00:00:00,,,negative,neg,neut,neut
"go ferdie bong, our 17th president .. congratulations",2021-12-07 00:00:00,,,positive,neut,neut,neut
"you nailed it, mr. bongbong marcos, our future president. job well done! 022 2022",2021-12-07 00:00:00,,,positive,neut,neut,neut
great job sir bbmkaw ang presidente ko,2021-12-07 00:00:00,,,positive,neut,neut,neut
congratulations,2021-12-07 00:00:00,,,positive,neut,neut,neut
"wwwooww the majority leader,my nanalo na po yeehh",2021-12-07 00:00:00,,,negative,neut,neut,neut
proud bbm supporter here,2021-12-07 00:00:00,,,positive,neut,neg,neut
bongbong the best president of the philippines. binuhay mo ang mga tao nanaman na masaya lagi .,2021-12-07 00:00:00,,,positive,neut,neut,neut
the most qualified for the position!,2021-12-07 00:00:00,,,neutral,pos,neut,neut
you are the best pbbm,2021-12-07 00:00:00,,,positive,neut,neut,neut
bravo sir bbm..you're the best next president in 2022. mabuhay ang philippines.,2021-12-07 00:00:00,,,positive,neut,neut,neut
congratulation po sir bongbong marcos my president ..stay safe and godbless po,2021-12-07 00:00:00,,,negative,pos,neut,neut
pangalagaan mo po sir ang kalusugan mo. god bless you,2021-12-07 00:00:00,,,positive,pos,pos,neut
absent yun mga popular at 4 n matitinong presidentiable,2021-12-07 00:00:00,,,positive,neut,neut,neut
u did great lakay..,2021-12-07 00:00:00,,,positive,pos,neut,neut
proud of you mr.president bbm,2021-12-07 00:00:00,,,positive,neut,pos,neut
mabuhay uniteam solidbbmsara god bless.. my next president bbm,2021-12-07 00:00:00,,,positive,pos,pos,pos
ito un dapat ang mahinahon ang bawat kandto hnd nag babangayan o mag aaway para dto palng mag uumpisa ang tinatawag na unity,2021-12-07 00:00:00,,,negative,neut,neut,neut
good job my president,2021-12-07 00:00:00,,,positive,pos,pos,pos
congrats po sir ang ganda po ng sagot nio,2021-12-07 00:00:00,,,negative,pos,neut,neut
excellent answers from our next president bongbong marcos,2021-12-07 00:00:00,,,positive,neut,neut,neut
youre doing a good job my president!,2021-12-07 00:00:00,,,positive,pos,pos,pos
walang tatalo sa talino mu my soon to be president bbm. malaki ang respeto at tiwala ko po seneo mahal naming bbm kayo ni inday sarah. naniniwala kame na maipatupad nio po ang lahat ng mabubuting adhikain nio para sa bansa..,2021-12-07 00:00:00,,,negative,neg,neut,neut
we love you bbm sara duterte..uww na kami pag kau na po ang naka upo alam namin maayus na ang pilipinas wala ng maghihirap pero xempre tayo po ay magtulungan para sa ikauunlad ng ating bayan d ma n ako maka buto pero kasama kitang pinagdadasal naway gabayan ka ng ating mahal na panginoon at bigyan ka ng malakas na pangangatawan para magawa ang iyong magandang adhikain para sa mamamayang pilipino..sawa na po kami sa kahirapan at handa na po akong umuwe para sa pamilya na matagal ng nawalay sa peling ng aking pamilya..samsa ma po tayong babangon muli.. mabuhay,2021-12-07 00:00:00,,,negative,neg,neut,neut
panong naging maganda eh ang nag organisa may mga kasong kinakaharap..i tigil ang kagaguhan na yan..,2021-12-07 00:00:00,,,negative,neut,neut,neut
sayang at hindi sumali sa smni debate ang apat na presidentiable nakita sana nang buong sambayanan kung paano sagutin ang mga katanungan ni prof. clarita carlos ang tungkol sa magiging foreign policy at ang tungkol sa npa terrorist isyu.,2021-12-07 00:00:00,,,negative,neg,neut,neut
"you totally nailed it sir,especially when you mentioned about the ntfelcac",2021-12-07 00:00:00,,,neutral,pos,neut,neut
uniteam love unity bbmsara bayan bangon muli seguridad agapay realidad angat! congratulations ! our incoming 17th president and vice president of the republic of the philippines.,2021-12-07 00:00:00,,,positive,pos,neut,neut
good job our pres. bbm ingat lng kayong lahat nang pamilya mo,2021-12-07 00:00:00,,,positive,neut,pos,neut
congratulation to our next president bbm ang galing nyo po.. at saka kay sir abella at sir gonzales congratulations to both of you,2021-12-07 00:00:00,,,positive,neut,neut,neut
yes my president .for me you are the one for the philippines god bless po at ingat.bbm lang for the pilipino,2021-12-07 00:00:00,,,positive,neut,pos,neut
ra vicking thanks na lang po,2021-12-07 00:00:00,,,negative,pos,neut,neut
job well done senator marcos the future president,2021-12-07 00:00:00,,,positive,neut,neut,neut
mas malinaw po at mas lalo po kami naniniwala sa inyong kakayanang maging lider ng ating bansa.. mabuhay po kayo apo bbm! sana mas madami pang debate na inyung sasaluhan para mas makarating sa mga mamayanan ang inyung sinisigaw na pagkakaisa!,2021-12-07 00:00:00,,,negative,neg,neut,neut
brillant tlga c bbm most qualified among other aspirants,2021-12-07 00:00:00,,,neutral,neut,neut,neut
"laban bbm, solid kaming nakasuporta sa 'yo, tahimik lang kami dito pero ikaw ang presidente namin",2021-12-07 00:00:00,,,positive,neut,neut,neut
"tanging si bbm lng ang may maayos na sagot god bless bbm,god bless uniteam",2021-12-07 00:00:00,,,positive,pos,pos,neut
"buong bansang magiliw, bbm may 09 tayo na,",2021-12-07 00:00:00,,,neutral,neut,neut,neut
salute you sir future president.. 😍😍 bbm is my president..,2021-12-07 00:00:00,,,neutral,neut,neut,neut
goosebumps!bril liant mo tlaga bbm.you nailed it idol,2021-12-07 00:00:00,,,neutral,neut,neut,neut
mas kagigiliwan po kayo ng mga tao if kayo po ay mag papahayag ns ayaw nyo sa mandatory vaccine 100 percent po madadagdag sa boto nyo,2021-12-07 00:00:00,,,negative,neg,neut,neut
evelyn arcega ganun po ba,2021-12-07 00:00:00,,,negative,pos,neut,neut
congratulations smni sana ganyan manaig ang respeto sa isa't isa love unity must be spread and not hate more power to smni looking forward for more debates,2021-12-07 00:00:00,,,positive,neut,neut,neut
congrats sir takot kalban syo bbm sara lng,2021-12-07 00:00:00,,,positive,neut,neut,neut
congra2lations bbm sara team ..,2021-12-07 00:00:00,,,neutral,neut,neut,neut
about 80k watching live wow isa nko dun,2021-12-07 00:00:00,,,positive,pos,neut,neut
yung nakita at nakilala at nalaman mo may iba pa plang aspirant president na tumatakbo bukod sa mga laging nasa harap ng camera sana ganto lahat iniimbitahan,2021-12-07 00:00:00,,,neutral,neut,neut,neut
congratulation sir bongbong marcos we are so proud of you.direct to the point talaga ang mga answers sa mga binigay na questions ni professor. clarita carlos. inspirations ka sa lahat na sumusuporta sa inyo po katulad ko. pati na din anak niyo inspiration ko sa pag aaral ko gusto ko mag lawyer skl.,2021-12-07 00:00:00,,,positive,neg,neut,neut
congratulations bbm your the next president 2022,2021-12-07 00:00:00,,,positive,neut,neut,neut
we love you,2021-12-07 00:00:00,,,positive,pos,pos,pos
nag almuranas na si madumb fenk.,2021-12-07 00:00:00,,,negative,neg,neut,neut
ang galing ng smni mga panelist specially prof. carlos ang galing nyong 4 na presidential aspirant sobrang ganda ng flow ng debate na nangyare sana pag nanalo bbm sara tandem mabigyan ng opportunity yung 3 na ma appoint at makaupo sa pwestong alam na alam nila ang gagawin congratulations ulit,2021-12-07 00:00:00,,,positive,neg,neut,neut
im proud of you my next president,2021-12-07 00:00:00,,,positive,pos,pos,pos
we love you bbm,2021-12-07 00:00:00,,,positive,neut,pos,neut
congratulations bbm your the best ..,2021-12-07 00:00:00,,,positive,neut,neut,neut
so proud of you po my president sobrang galing pojob well done po..godbless u more,2021-12-07 00:00:00,,,positive,pos,neut,neut
you really did a great job my former president bbm,2021-12-07 00:00:00,,,positive,neut,neut,neut
a proud ilocano here and apo bbm made us prouder than proud delivering smart answers to all the questions thrown at him which made him gain the most applause samasama tayong babangon muli tungo sa pagkakaisa at pagmamahal sa ating bayang pilipinas marcos latta!! marcos pa rin,2021-12-07 00:00:00,,,positive,neg,neut,neut
"rizza josephine korek, rizza dear! ti ilocano nalaing, nasingpet ken haan nalastog. isu nga marcos latta!",2021-12-07 00:00:00,,,positive,neut,neut,neut
"very true, manang macon",2021-12-07 00:00:00,,,positive,neut,neut,neut
"salute to you po bbm! hanggang ngayon hanga pa din ako sa iyong talino, humbleness, humility, love for our fellow countrymen especially the ofws. lastly, focus for the republic of the philippines.",2021-12-07 00:00:00,,,positive,pos,pos,neut
kian jensen intelligent answers noh. galing nila jan sa debate na yan. heavy questions. truly for a leader of a nation.,2021-12-07 00:00:00,,,positive,pos,neut,neut
"ping is the only one who are absent qualified for a president, so buti nalang yung iba wala sa debate, mag salita lang sila nang nonsense.bbm",2021-12-07 00:00:00,,,neutral,neut,neut,neut
so proud my president,2021-12-07 00:00:00,,,positive,pos,pos,pos
"yan ang tunay na debate, impromptu, not scripted ang gagaling ng mga panelists kudos to all who participated",2021-12-07 00:00:00,,,positive,neut,neut,neut
bbm da best ganyan sana lahat ng interview d ung walang kwenta,2021-12-07 00:00:00,,,positive,neg,neut,neut
the best ka!,2021-12-07 00:00:00,,,positive,neut,neut,neut
congratulations bbm!,2021-12-07 00:00:00,,,positive,neut,neut,neut
the best debate i have seen so far.,2021-12-07 00:00:00,,,positive,neut,neut,neut
im proud of you..bbm,2021-12-07 00:00:00,,,positive,neut,pos,pos
the last man standing,2021-12-07 00:00:00,,,neutral,pos,neut,neut
full support to my president,2021-12-07 00:00:00,,,positive,neut,neut,neut
nakakabilib ang ganda po ng naging exchange ninyo ni prof carlos!!,2021-12-07 00:00:00,,,negative,neg,neut,neut
well done my president bbm,2021-12-07 00:00:00,,,positive,neut,neut,neut
our future president ang galing m talaga bbm,2021-12-07 00:00:00,,,neutral,neut,neut,neut
good n excellent person bbm n sarah solid po,2021-12-07 00:00:00,,,positive,pos,pos,neut
saludo po ako sa lahat na kandidatong dumalo.mabuhay po kau,2021-12-07 00:00:00,,,negative,neg,neut,neut
romblon nman sir,2021-12-07 00:00:00,,,neutral,neut,neut,neut
"galing, ni bbm",2021-12-07 00:00:00,,,neutral,neut,neut,neut
congrats po sir ang galing galing u po proud to be bbm suporter bbm,2021-12-07 00:00:00,,,negative,neut,neut,neut
my bright and humble future president bbm,2021-12-07 00:00:00,,,positive,neut,neut,neut
wala na ako nasabi ..sa sobrang galing niyo po! stay safe po and godbless you and your entire family!,2021-12-07 00:00:00,,,negative,pos,neut,neut
galing niyo po diyan sumagot,2021-12-07 00:00:00,,,negative,pos,neut,neut
god bless philippines for having bbm,2021-12-07 00:00:00,,,positive,neut,pos,neut
i am proud to be called your loyal supporter bbmsara uniteam,2021-12-07 00:00:00,,,positive,neg,pos,neut
proud of u bbm.,2021-12-07 00:00:00,,,positive,neut,pos,neut
perfect answer proud of you bbm our next president..,2021-12-07 00:00:00,,,positive,pos,pos,neut
congratulation mr.president b b m,2021-12-07 00:00:00,,,positive,neut,neut,neut
mabuhay ang bansang pilipinas mabuhay po kayo president marcos,2021-12-07 00:00:00,,,negative,neut,neut,neut
bbm is the best among allbig,2021-12-07 00:00:00,,,positive,neut,neut,neut
well done bbm! you have the best answers to the questions!,2021-12-07 00:00:00,,,positive,neut,neut,neut
congratulations po sir bbm! napanood po namin ito galing po ng plans nyo sa mga issues of our country love you po,2021-12-07 00:00:00,,,negative,pos,neut,neut
intelligent debate. starring prof.carlos as the punisher.,2021-12-07 00:00:00,,,neutral,neut,neut,neut
sis bbm nakaka proud ka po sana po kabayan ka ng may kapal sa napaka gamdang hadhikain mo sa atin bansa,2021-12-07 00:00:00,,,negative,neg,neut,neut
rosalie arruiza armington his a true example of a good leader..his so humble and down to earth person..he is being condemned and everyone wants him to be out of the presidential race.. but here his strong enough to show up that his a man of integrity and his love to all the filipinos..god bless him,2021-12-09 00:00:00,,,positive,pos,pos,pos
pag ilocano daw talga mamsir matatalino eh.,2021-12-09 00:00:00,,,neutral,neut,neut,neut
ana munoz litrato bago ang makabagbag damdaming tagpo sa amoranto! muntik ng masira ang gate omg bakit kaya? https youtube.com watch?v6udgldmu zn4featuresha re,2021-12-09 00:00:00,,,neutral,neut,neut,neut
ana munoz https m.facebook.com story.php?story_ fbid5388775761 151929id100 0586765074,2021-12-09 00:00:00,,,neutral,neut,neut,neut
"you did a great job our future leader, hoping na pumunta ka ng catarman northern samar, we love u",2021-12-09 00:00:00,,,positive,pos,pos,neut
be safe always andgod bless you always,2021-12-09,,,positive,pos,neut,neut
"ligaya edureseligaya edurese wondering how i would have made it in life without investing with mrs inyass mustapha who is still my account manager. i never knew my success was right beside me when i was seeing posts of successful people who made it through her until i contacted her.my story changed..i cannot believe am living big, contact her today and be successful today through her name below inyass mustapha",2021-12-09,,,positive,neg,neut,neut
god is listening to the cries of our people and our nation. god bless philippines and god bless our next president ferdinand bongbong marcos jr.! we love you and your family,2021-12-09,,,positive,pos,pos,pos
"babie m rebadulla wondering how i would have made it in life without investing with mrs inyass mustapha who is still my account manager. i never knew my success was right beside me when i was seeing posts of successful people who made it through her until i contacted her.my story changed..i cannot believe am living big, contact her today and be successful today through her name below inyass mustapha",2021-12-09,,,positive,neg,neut,neut
"love, peace prayers po para sa lahat ng bumubuo ng uniteam at sa buong sambayanang pilipino.. thank you po god bless us all..",2021-12-09,,,positive,pos,pos,neut
god bless all ..,2021-12-09,,,positive,pos,pos,pos
"we loved you bbm , we are praying for you and your family",2021-12-09,,,positive,neut,neut,neut
sir bbm and inday sara god bless and keep safe po lage,2021-12-09,,,positive,pos,neut,neut
god bless uniteam,2021-12-09,,,positive,pos,pos,pos
"favored arman wondering how i would have made it in life without investing with mrs inyass mustapha who is still my account manager. i never knew my success was right beside me when i was seeing posts of successful people who made it through her until i contacted her.my story changed..i cannot believe am living big, contact her today and be successful today through her name below inyass mustapha",2021-12-09,,,positive,neg,neut,neut
"for a greater nation and for the best of its people most and above all ,for the glory of god.. god bless our uniteam.",2021-12-09,,,positive,pos,pos,pos
we love you bbm and zara uniteam. praying for your safety and may god bless you always!!,2021-12-09,,,positive,pos,pos,neut
"delia alvarez ᴘʜɪʟɪᴘᴘɪɴᴇs, kuwait,south africa, california, russia, ɪ ᴋɴᴏᴡ ɪᴛ ᴍɪɢʜᴛ ɴᴏ ʙᴇ ʀᴇʟᴇᴠᴀɴᴛ ᴛᴏ ʏᴏᴜ ɴᴏᴡ, ʙᴜᴛ ᴡʜᴇɴ ʏᴏᴜ sᴇᴇ sᴛᴀʀᴛ sᴀᴠɪɴɢ ᴜᴘ ᴛᴏ 5,00 peso ʟɪᴋᴇ ᴍᴇ ᴛʜᴇɴ ɪᴛ ᴡɪʟʟ ᴀʟᴡᴀʏs ʙᴇ ʀᴇʟᴇᴠᴀɴᴛ ᴛᴏ ʏᴏᴜ, 5ᴅᴀʏs ᴀɢᴏ ɪ ᴍᴀᴅᴇ 25,00ᴘᴇsᴏ ғʀᴏᴍ 10,00ᴘᴇsᴏs ᴡɪᴛʜ ᴍʀs inyass mustapha ᴀᴍ ɴᴏᴛ ғᴏʀᴄɪɴɢ ʏᴏᴜ, ɪғ ʏᴏᴜ ʟɪᴋᴇ ᴛᴏ ᴄᴏɴᴛᴀᴄᴛ ʜᴇʀ, ᴄʟɪᴄᴋ ᴏɴ ᴛʜᴇ name ʙᴇʟᴏᴡ ᴛᴏ ᴄᴏɴᴛᴀᴄᴛ ʜᴇʀ ᴠɪᴀ inyass mustapha",2021-12-09,,,neutral,pos,neut,neut
god bless you bbm! im always praying for your safety,2021-12-09,,,positive,neut,neg,neut
god blessed you always bbm. see you here in barotac nuevo iloilo.,2021-12-09,,,positive,neut,neut,neut
more power to both of you bbm sara may god bless us all ! ! !,2021-12-09,,,positive,neut,neut,neut
it is because you are well loved and supported. we are praying for safety and good health. god will lift you up in his time!,2021-12-09,,,positive,pos,pos,pos
"god bless you! may god always protect you! we will support you all the way to your success, our future president !!",2021-12-09,,,positive,pos,pos,neut
"hartzel gable claros out of topic po pero, baka gusto nyo po mag pagawa nang digital artssketch,car icature,paintin g,animated mura lng po. pm sa interesado.pede po sya sa family,friends, gfbf etc",2021-12-09,,,negative,neg,neut,neut
"daisy carilla ᴘʜɪʟɪᴘᴘɪɴᴇs, kuwait,south africa, california, russia, ɪ ᴋɴᴏᴡ ɪᴛ ᴍɪɢʜᴛ ɴᴏ ʙᴇ ʀᴇʟᴇᴠᴀɴᴛ ᴛᴏ ʏᴏᴜ ɴᴏᴡ, ʙᴜᴛ ᴡʜᴇɴ ʏᴏᴜ sᴇᴇ sᴛᴀʀᴛ sᴀᴠɪɴɢ ᴜᴘ ᴛᴏ 5,00 peso ʟɪᴋᴇ ᴍᴇ ᴛʜᴇɴ ɪᴛ ᴡɪʟʟ ᴀʟᴡᴀʏs ʙᴇ ʀᴇʟᴇᴠᴀɴᴛ ᴛᴏ ʏᴏᴜ, 5ᴅᴀʏs ᴀɢᴏ ɪ ᴍᴀᴅᴇ 25,00ᴘᴇsᴏ ғʀᴏᴍ 10,00ᴘᴇsᴏs ᴡɪᴛʜ ᴍʀs inyass mustapha ᴀᴍ ɴᴏᴛ ғᴏʀᴄɪɴɢ ʏᴏᴜ, ɪғ ʏᴏᴜ ʟɪᴋᴇ ᴛᴏ ᴄᴏɴᴛᴀᴄᴛ ʜᴇʀ, ᴄʟɪᴄᴋ ᴏɴ ᴛʜᴇ name ʙᴇʟᴏᴡ ᴛᴏ ᴄᴏɴᴛᴀᴄᴛ ʜᴇʀ ᴠɪᴀ inyass mustapha",2021-12-09,,,neutral,pos,neut,neut
keep safe always my future president..god always bless and guide you..mabuhay ang uniteam tandem.,2021-12-09,,,positive,pos,pos,neut
god bless you pbbm. be safe always and stay healthy,2021-12-09,,,positive,pos,pos,pos
god bless you all pops,2021-12-09,,,positive,pos,pos,pos
god bless sir bbm,2021-12-09,,,positive,neut,pos,neut
"keep safe always,god bless you everyday",2021-12-09,,,positive,pos,neut,neut
"edna ramirez jaurigue agree po sana makaboto pa ko pag tumakbo pag ka presidente si sandro!!,",2021-12-09,,,negative,neut,neut,neut
god bless our people. together united we work for progress,2021-12-09,,,positive,pos,pos,neut
"keepsafe apo bbm, praying for your safety. may the good lord guide and protect you always.",2021-12-09,,,positive,neut,neut,neut
god bless uniteam,2021-12-09,,,positive,pos,pos,pos
may the god always protect you our future president stay safe bbm i am praying your good health and safety,2021-12-09,,,positive,neut,neut,neut
stay safe always sir may allah god protect you always,2021-12-09,,,positive,neut,neut,neut
"zawiyah abdullah ᴘʜɪʟɪᴘᴘɪɴᴇs, kuwait,south africa, california, russia, ɪ ᴋɴᴏᴡ ɪᴛ ᴍɪɢʜᴛ ɴᴏ ʙᴇ ʀᴇʟᴇᴠᴀɴᴛ ᴛᴏ ʏᴏᴜ ɴᴏᴡ, ʙᴜᴛ ᴡʜᴇɴ ʏᴏᴜ sᴇᴇ sᴛᴀʀᴛ sᴀᴠɪɴɢ ᴜᴘ ᴛᴏ 5,00 peso ʟɪᴋᴇ ᴍᴇ ᴛʜᴇɴ ɪᴛ ᴡɪʟʟ ᴀʟᴡᴀʏs ʙᴇ ʀᴇʟᴇᴠᴀɴᴛ ᴛᴏ ʏᴏᴜ, 5ᴅᴀʏs ᴀɢᴏ ɪ ᴍᴀᴅᴇ 25,00ᴘᴇsᴏ ғʀᴏᴍ 10,00ᴘᴇsᴏs ᴡɪᴛʜ ᴍʀs inyass mustapha ᴀᴍ ɴᴏᴛ ғᴏʀᴄɪɴɢ ʏᴏᴜ, ɪғ ʏᴏᴜ ʟɪᴋᴇ ᴛᴏ ᴄᴏɴᴛᴀᴄᴛ ʜᴇʀ, ᴄʟɪᴄᴋ ᴏɴ ᴛʜᴇ name ʙᴇʟᴏᴡ ᴛᴏ ᴄᴏɴᴛᴀᴄᴛ ʜᴇʀ ᴠɪᴀ inyass mustapha",2021-12-09,,,neutral,pos,neut,neut
"may god bless you, sir bbm and always keep you safe",2021-12-09,,,positive,neut,neut,neut
god bless you po sir ingat po kau lagi,2021-12-09,,,negative,pos,pos,neut
