text,created_at,like_count,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
partido reforma davnor switching leni mayor started share leni post im happy,2022-03-24 04:29:35,3033,,,,,,
actually patty chosen ginny chz vp leni robredo mama mary lookalike m iza calzado,2022-03-24 04:54:16,2520,,,,,,
inday sara youre good enough vp leni dont believe honesty governance corrupt,2022-03-24 18:21:30,292,,,,,,
reform party throw support behind presidential candidate vp leni robredo standardbearer sen ping lacson quit party read,2022-03-24 09:05:00,314,,,,,,
senator panfilo lacsons poor showing preelection survey primary reason former party partido reforma chose support vice president leni robredo instead,2022-03-24 22:20:00,319,,,,,,
bbm corruption cannot stopped people something stupid ovp always get highest coa rating leni also transparent saln 9 yr service tainted theft let elect leader normalize corruption,2022-03-24 10:58:01,10623,,,,,,
malacaang confirmed meeting president rodrigo duterte presidential candidate,2022-03-24 08:22:10,290,,,,,,
mom said mom also vp assignment really anak ng bbm supporter leni mar 26 800pm cocreerwqko4 m bing camacho,2022-03-24 13:03:07,404,,,,,,
political group increased expressing support candidacy signing alliance federal party philippine pfp reform party rp via,2022-03-24 11:02:20,233,,,,,,
nerve audacity woman calling leyte let remind kakampwets abt happened yolanda guy thick leyte definitely bbm yolanda bbm one arrived first little shy,2022-03-24 05:01:19,337,,,,,,
ngarem saint pangasinan version kay leni tayo mistaken first political jingle translated many regional language may sound different equally appealing,2022-03-24 08:52:02,268,,,,,,
love statement,2022-03-24 07:10:44,222,,,,,,
kay leni tayo campaign jingle played speaker davao del norte capitol via,2022-03-24 05:38:18,222,,,,,,
also house house campaign palawan let take campaign corner,2022-03-24 07:09:29,1497,,,,,,
like lipstick give confidence woman need leader like thatthe one encourage u one truly understands u one truly lift u woman woman woman president woman leni robredo,2022-03-24 12:00:04,414,,,,,,
sure jumping ship owning country move early,2022-03-24 07:03:40,285,,,,,,
quick talk gas pump attendant already chosen something said bbm shared metric hoping get idea said kind ppl bbm hidden agenda avoid paying 203b tax leni serve said leni,2022-03-24 13:36:13,1391,,,,,,
im sharing vp leni candidate platform maritime industry appreciates seaman working different part world,2022-03-24 00:50:12,4916,,,,,,
president rodrigo duterte gave advice frontrunner bbm regarding experience president sen bong go,2022-03-24 02:16:49,332,,,,,,
dictator son corruption personified coming election indeed choice good leni evil dictator son hence choicevote reflects whowhat beware bbm receipt sara hakot rally,2022-03-24 15:28:24,743,,,,,,
manila science high school thank student alumnus former faculty mascil standing leni robredo kiko pangilinan,2022-03-24 07:07:25,796,,,,,,
asking voter list president bongbong marcos vicepresident mayor inday sara duterte senator 1st rodante marcoleta 2nd mark villar 3rd atty larry gadon 4th loren legarda 5th gi,2022-03-24 18:12:52,199,,,,,,
former teacher staff official department education expressed support leni robredo kiko pangilinan called education president vice president platform experience leader,2022-03-24 03:21:32,1264,,,,,,
jumping bicolana,2022-03-24 14:57:19,621,,,,,,
learned lately shouldnt give everything others let live thats meanness also deserve love respect freely give others live,2022-03-24 11:00:03,696,,,,,,
diocesan council laity legazpi albay belief vp leni sen kiko leader need choose recover pandemic political economic crisis,2022-03-24 11:00:01,545,,,,,,
breaking reform party rp formally endorses presidential frontrunner mayor 2022 election merging done simple ceremony bbm hq mandaluyong city wednesday bbm medium team,2022-03-24 07:19:29,2825,,,,,,
national unity party back presidential front runner,2022-03-24 07:45:27,220,,,,,,
kiko tito tito lot luggage kiko leni youre family meeting presidency want want father daughter,2022-03-24 07:56:22,328,,,,,,
uniteam still lead latest pulso ng pilipino survey center marcos duterte dominated region highest percentage mindanao survey said,2022-03-24 03:28:30,595,,,,,,
talking mother gloria mama waited vp leni team 10 hour shes turning 77 year 1st time join campaign rally belief like u still hope thank much mom love,2022-03-24 02:08:27,483,,,,,,
read camp presidential frontrunner welcome nup endorsement,2022-03-24 10:59:12,352,,,,,,
hustling take picture confident many opportunity next 6 year take photo ops 17th president couldnt help cry finally leader care connects minus comedy hubris violence,2022-03-24 03:45:42,1706,,,,,,
already knew useful see detail marcos imbento bistado 21 year officer ferdinand jr always absent ilocos norte,2022-03-24 23:47:28,223,,,,,,
fight vp leni bbm like story david goliath opponent wall poor compared marcos clout money fight continues good future every filipino,2022-03-24 15:01:12,255,,,,,,
wishful thinking next day may 9 imagine boxing hero politician national treasure going around country attending rally vp fighting clean honest corruptfree government,2022-03-24 07:02:45,184,,,,,,
dancing sibuyas surprise appearance kris aquino writes robredos sortie central luzon hope court vote,2022-03-24 11:34:28,198,,,,,,
nobody endorse bbm anymore alone take care bank rag rag filipino politics leni many endorsement decent filipino group bbm nothing gain support scumbags exile,2022-03-24 14:51:16,470,,,,,,
angel locsin kris aquino maam side woman act show even situation favorable stand right true even convenient meanwhile men like andrew e side,2022-03-24 04:43:29,224,,,,,,
friend laguna please support fellow supporter mr sol aragones let support person belief president vice president,2022-03-24 11:30:07,274,,,,,,
record bam aquino man behind campaign leni robredo 1 vice president,2022-03-24 07:34:46,310,,,,,,
im kakampink ill shout every day president leni live town lipa sing fellow lipeos anyone else,2022-03-24 10:02:05,382,,,,,,
robredo inevitable supporter push different combination far im concerned far official campaign structure concerned vp end kiko pangilinan,2022-03-24 06:55:54,314,,,,,,
bbm running president marcos surname carry running president perpetuate name wealth power,2022-03-24 17:21:38,298,,,,,,
robredo reject ally push tandem sara duterte start end vp kiko pangilinan,2022-03-24 06:55:31,387,,,,,,
exduterte ally davao del norte d1 rep pantaleon alvarez supporting vp leni robredo president reform party dropped standardbearer senator panfilo lacson via,2022-03-24 06:39:13,10513,,,,,,
vp leni robredo dancing small right next president,2022-03-24 07:33:34,742,,,,,,
build fact manila mayor isko moreno said fellow presidential candidate bongbong marcos really care people unity pay p203 billion estate tax owed family given help people,2022-03-24 08:00:02,762,,,,,,
bongbong marcos top pulso ng pilipino noncommissioned survey presidential preference conducted data research firm issue advocacy center center march 713 still majority vote 51,2022-03-24 00:52:16,2600,,,,,,
felt height pandemic suddenly came mind filing candidacy charot,2022-03-24 06:07:45,271,,,,,,
council laity roman catholic archdiocese manila 400 former philippine airline employee expressed support candidacy vice president leni robredo sen francis pangilinan top two elective position country,2022-03-25 23:36:28,8212,,,,,,
leni robredos first move corruption asked build graftfree system vice president leni robredo said first step corruption president would make sure agency led upright competent official,2022-03-25 16:29:03,12054,,,,,,
watch speaking hiligaynon home turf roxas city exdilg chief mar roxas endorses former running mate vp leni robredo president asks relative give full support robredo,2022-03-25 08:25:59,11627,,,,,,
beautiful flower kasing ganda ng presidente look vice president leni robredo sent angel locsin bouquet pink rose actress shared instagram story locsin,2022-03-25 03:21:05,6458,,,,,,
look presidential candidate vp received exclusive funko pop made cubao custom shop shop reiterates sale reproduction cubao custom via,2022-03-25 07:24:55,20875,,,,,,
solid lenikiko pinky,2022-03-25 13:39:51,4225,,,,,,
president leni robredo claim,2022-03-25 09:07:15,13968,,,,,,
look mural lenikiko tandem caloocan city youth supporter finished painting thursday day ahead campaign rally 2022 bet set notre dame greater manila saturday rowena rosario canlas via,2022-03-25 03:10:26,979,,,,,,
presidential bet vp leni robredos spox barry gutierrez sen lacsons claim rep alvarez switched support asking p800m campaign thriving initiative volunteerism certainly p800m give away anyone,2022-03-25 03:22:41,1017,,,,,,
look sandro marcos vying congress seat son presidential candidate ferdinand bongbong marcos jr take stage proclamation rally team marcos laoag city ilocos norte screengrab bbm fb livestream,2022-03-25 12:22:05,783,,,,,,
complete faith vp lenis judgment got far wo compromise value principle said continuous defection former admin ally camp attributed power vps vision ph momentum ascension,2022-03-25 08:05:06,7641,,,,,,
story time waiting sundo scuba diving activity witnessed small man boracay faced giant defend stance vote leni felt proud hear battle pool beybiem supporter,2022-03-25 03:18:03,11544,,,,,,
madumb lenlen rose wise,2022-03-25 10:27:13,360,,,,,,
partido reforma president pantaleon alvarez claim encouraging lgus support presidential bid vp leni robredo,2022-03-25 00:42:29,367,,,,,,
campaign thrives initiative volunteerism certainly 800m peso give away anyone support vp lenis presidential bid anchored hope reform government bring better future filipino,2022-03-25 03:52:38,8342,,,,,,
presidential bet vp leni robredo give supporter assurance shed looking welfare indigenous people win come supporter opposed position favor new clark city would affect aetas via,2022-03-25 06:15:24,1501,,,,,,
hacienda luisita massacre brain gloria arroyo marcos jr sara dutertes number one backer liberal party ordered general palparan glorias favorite shoot farmer luisita patricia stos bos also liberal party thomas,2022-03-25 00:57:27,1468,,,,,,
vp kiko pangilinan vice president leni robredo remained firm senator francis pangilinan vice president even assured supporter understands decision endorse another bet secondhighest post government,2022-03-25 01:48:44,448,,,,,,
airport runway used bohol leni kiko photo bohol leni grp,2022-03-25 01:26:29,2473,,,,,,
aspiring president vice president leni robredo among four presidentiables attending usapang halalan 2022 cbcp election forum friday evening march 25 via,2022-03-25 10:23:20,3305,,,,,,
4point plan committed kakampinks 1 post lenikikos achievement socmed 2 engage negativity 3 show whatever local event 4 volunteer campaign caravan housetohouse least four hour week lesdodis double time,2022-03-25 12:40:54,354,,,,,,
many auditioning sen imee marcos sister presidential candidate bongbong marcos revealed forum thursday already people lining part brother cabinet marcos jr elected may 9 poll,2022-03-25 02:00:01,246,,,,,,
country national language go back ilocano uniteam presidential candidate bongbong marcoss tongueincheek prediction fellow ilocanos campaign launch local election candidate read,2022-03-25 13:27:33,765,,,,,,
paid paying toni gonzaga staunch supporter bongbong marcos responds critic claim paid support marcos jr presidential bid,2022-03-25 07:30:00,411,,,,,,
looking welfare vice president leni robredo assured supporter friday look welfare indigenous people called speech tarlac supporting new clark city development,2022-03-25 07:35:43,293,,,,,,
there one thing sandro marcos learned father bongbong marcos meaning filipino saying ang pikon talo,2022-03-25 14:16:45,810,,,,,,
breaking roman catholic archdiocese manila council laity released statement supporting leni robredo kiko pangilinan president vice president respectively source commission lay formationrcam council laity,2022-03-25 06:47:29,941,,,,,,
love country one characteristic disappear u uniteam thats great see flag every time visit place let continue love philippine,2022-03-25 04:05:15,7694,,,,,,
presidential aspirant vp leni robredo firm campaign sen kiko pangilinan vice president say spokesperson barry gutierrez amid local official pairing robredo vice presidential candidate,2022-03-25 01:23:26,200,,,,,,
gave laundry lady lenikiko mask said came home scolded one many voter vote leni urban woman belonging class according early fgds lenis least likely voter progress,2022-03-25 04:47:45,11749,,,,,,
presidential bet vp leni robredos spox barry gutierrez sen lacsons claim rep alvarez switched support asking p800m campaign thriving initiative volunteerism certainly p800m give away anyone,2022-03-25 03:02:42,2533,,,,,,
robredo appears gaining political momentum based anecdotal evidence marcos repeatedly missed national presidential debate interview medium platform fitch solution said report dated march 24 fytek6imom,2022-03-25 20:00:54,575,,,,,,
look presidential candidate vice president leni robredo norberto gonzales leody de guzman presidential forum catholic bishop conference philippine friday march 25 update tcoochgnrz6sp,2022-03-25 11:25:18,493,,,,,,
read five marcos family running ilocos norte candidate ilocos norte 1st 2nd district representative governor vice governor laoag city mayor via,2022-03-25 04:24:57,430,,,,,,
presidential bet leody de guzman say attending debate unfair robs voter chance get know candidate dictator son ferdinand bongbong marcos jr skip cbcp presidential forum held earlier tonight march 25,2022-03-25 14:17:57,305,,,,,,
new face philippine government leni start calling without fear getting red taggedsilenced instead listen voice mass kind leader need kind woman every young girl look,2022-03-25 06:18:08,422,,,,,,
ignorant coward dont need politician dont know translate policy action serving filipino dont want accountable well dont need privileged child dictator,2022-03-25 01:32:49,1037,,,,,,
kakampink friend checked bbms fb page go check hundred thousand view share like may organic real follow fight still long get listen talk,2022-03-25 17:12:30,2280,,,,,,
teach fact here fact 1 kakampinks toxic narcissist dictator 2 leni endorsed cppnpandf 3 leni doesnt qualification run country 4 leni queen motherhood statement teacher,2022-03-25 00:30:23,1837,,,,,,
lenis covenant people right demand accountability revoke turn back promise differentiates u others candidate idol symbol aspiration good tomorrow,2022-03-25 23:31:12,5259,,,,,,
aspiring president vice president leni robredo belief philippine must take stand remain neutral russia invasion ukraine read,2022-03-25 10:00:03,293,,,,,,
mission accomplished endorsement letter support tribal leader puerto princesa lenikiko tropa councilor john mart salunday sk chairperson myla magbanua consolidating ip support leni kiko,2022-03-25 06:55:19,2419,,,,,,
im really pink,2022-03-25 14:20:55,469,,,,,,
cant people understand consultative nature vp lenis program since congresswoman always outlook ask people opinion everyone voice everyone stakeholder bad thing,2022-03-25 14:35:57,1634,,,,,,
gov arthur defensor jr iloilo province mayor jerry treas expressed support vp leni robredo despite endorsement partido federal ng pilipinas standard bearer bongbong marcos jr party national unity party read,2022-03-25 07:00:02,364,,,,,,
look maria leonor sculpted porcelain brass metal armature resin artist jef albea artwork depicts bravery woman empowerment selfless love country given gift vp ig,2022-03-25 00:43:14,3477,,,,,,
average filipino spends time street night taking care kid time research lenis achievement taught marcoses country well know leni welloff neighbor like,2022-03-25 08:14:25,2345,,,,,,
camanava maybe vp leni senator kiko go directly samar leyte seriously really saw,2022-03-25 15:56:11,3902,,,,,,
sandro marcos eldest son presidential candidate bongbong marcos thanks bos mentor house majority leader lakascmd president martin romualdez preparing challenging job congressman,2022-03-25 12:43:52,213,,,,,,
presidential bet vp leni robredo give supporter assurance shed looking welfare indigenous people win come supporter opposed position favor new clark city would affect aetas,2022-03-25 06:14:42,714,,,,,,
fight woman society continues dominated patriarchal culture let stand unite break let show power ability filipino woman,2022-03-25 11:26:54,817,,,,,,
many time said vp lenis campaign short money last least buy ribbon gun tacker ping pronouncement insulting volunteer endure fatigue hunger go house house,2022-03-25 07:48:53,2336,,,,,,
council laity roman catholic archdiocese manila 400 former pal employee expressed support lenikiko tandem pdi,2022-03-25 22:11:02,430,,,,,,
mar roxas endorses leni robredo president hahahahahahahahadouken,2022-03-25 16:22:30,515,,,,,,
former interior secretary mar roxas exhorted province mate capiz rally behind vice president leni robredo reiterating possesses quality leader country need next six year,2022-03-25 21:03:12,279,,,,,,
others say u supported medium agency rappler pcij vera file proleni proindian chinabacked newspaper thats propaganda,2022-03-25 20:25:47,368,,,,,,
madumb lead country build build build infrastructure project like already track record willing,2022-03-25 06:50:49,454,,,,,,
stop praise bam tweet shame community begging collateral campaign shame tboli people traveled 2 12 hour vp lenis program without even offered gas food shame volunteer insulted,2022-03-25 04:20:03,1293,,,,,,
im following presidential candidate vp leni robredo join usapang halalan 2022 cbcp presidential forum aired afternoon,2022-03-25 10:04:00,532,,,,,,
leni robredo relied upon time disaster crisis concern shown willing able come people aid provide solution numerous covid frontliners attest,2022-03-25 01:31:12,4751,,,,,,
leni robredo longstanding commitment public service predates political career never accused good looking man sumilao farmer attest good work time nobody looking,2022-03-25 01:31:12,5296,,,,,,
team leni robredo one left behind tropa one vice presidential candidate know filipino truly deserves continue robredo started senator francis kiko pangilinan,2022-03-25 08:56:30,384,,,,,,
single dad teenage daughter voting bbm showed bbms brilliant daycare solution help single parent daughter shifted allegiance leni said bbm asked allowance daycare,2022-03-25 23:45:26,1772,,,,,,
leni robredo represent country pride dignity befits president republic comfortable global stage debate stage count fight sovereignty commanderinchief,2022-03-25 01:31:13,4451,,,,,,
former senator bongbong marcos son sandro along team eat eatery laoag city first day local campaign think ive seen film didnt like ending,2022-03-25 11:10:34,243,,,,,,
leni robredo unlike many outoftouch ultraprivileged politician know like live ordinary filipino beyond taking public transportation living simple life walked extra mile listen marginalized community country,2022-03-25 01:31:13,4607,,,,,,
explosion creativity skill filipino since leni robredo declared run president different kind talent filipino intense brought bear long time since felt proud let win,2022-03-25 02:47:22,2054,,,,,,
philippine let go let win faithful government life raised offered tiktokers leni directed mikko baldoza music trina belamide kikx salazar full video,2022-03-25 04:55:07,4152,,,,,,
honest government lift every life mv watch dsl rpc tlr hmips7wvde,2022-03-25 04:47:53,225,,,,,,
nationwide communitybased poverty alleviation yet tried philippine vp lenis angat buhay blueprint im excited example poor barangays selected antipoverty program created suit think,2022-03-25 04:15:34,551,,,,,,
marcoleta roque piol villar teodoro gadon panelo padilla let forget compatriot,2022-03-25 23:12:12,194,,,,,,
im laguna way ramil flaunted love bbm swoh still adopted daughter laguna eme pa think time vote think laguna benefit new governor ramils loyalty unithieves sickening,2022-03-25 08:36:51,379,,,,,,
cant stupid philippine fall,2022-03-25 06:14:30,545,,,,,,
picture show u punished heaven aquino family seems stricken karma marcos family blessed heaven bongbong marcos soon president imee marcos senator sandro marcos soon legislator etc ctto,2022-03-25 18:05:15,223,,,,,,
roxas let u support raise choose give full support leni robredo,2022-03-25 08:29:35,723,,,,,,
end matter vp leni say someone notice stab noticed vp saying need shaped theory believe think highly think always right pure thats,2022-03-25 13:25:47,438,,,,,,
source 1 2 3 4 5 sorry take point back 2017 article way 6 7,2022-03-25 09:09:47,439,,,,,,
let go join rock rose saturday march 26 notre dame greater manila open field crash caloocan malabon navotas valenzuela shabayyshabayy naa,2022-03-25 05:48:39,301,,,,,,
learned today asked ilocano friend marcos answer love done lot good life proleni thats factual source dont want talk anymore,2022-03-25 00:53:43,820,,,,,,
finally campaign showing leni robredo bringing best filipino walk life unlike candidate spread disinformation hate inspiring people volunteer unite hope believe country future,2022-03-25 01:31:13,5252,,,,,,
oh fool said mar roxas silently campaigning alamano fyi mar spoken definitely vp leni,2022-03-25 14:48:53,2736,,,,,,
funding game political fund keep flowing lenikiko camp even unexpected source despite bbms lead survey contributor wary camp capacity capability bring election rightful conclusion campaign timid,2022-03-25 04:16:09,183,,,,,,
3 morning said leni even though like husband dont know even bbms much fun another relative changed mind chance know leni,2022-03-25 04:03:20,2971,,,,,,
place packed blengblongs maybe around 15 pip area suddenly someone mentioned oh bbm leni didnt anything brother interjected compassion brave heart kuya leni done lot look covid response,2022-03-25 03:23:09,653,,,,,,
actress angel locsin called netizen insinuated shes supporting vice president leni robredo franchise broadcast network abscbn would renewed win national election may 2022,2022-03-25 12:49:27,634,,,,,,
pop pop releasing ppop stans leni signageposter design upon request kindly communicate u detail angat ppop leni kiko ha go,2022-03-25 07:29:36,237,,,,,,
bbm bang think bbm joking said earlier laoag city national language return ilocano ilocano never became national language bbm know speak ilocano language learn ilocano first saying anything,2022-03-25 16:15:04,255,,,,,,
leni robredo floating grounded know people need better rest candidate difference shes done something already candidate could claim know feel vast difference,2022-03-25 23:50:23,257,,,,,,
watched 2 vids blengbong answer question audience jusko didnt think mom obobs scary think could become president philippine,2022-03-25 12:19:27,578,,,,,,
dont get wrong commendable vp leni listens criticism responds one many reason deserves win im satisfied answer continue project kicked ip hope change,2022-03-25 08:12:54,418,,,,,,
another thing love people gave money arent asking liquidation hell little contribution wont able find volunteer voluntarily closed donation enough thats leni brand accountability leaving enough others,2022-03-25 14:00:07,280,,,,,,
thousand student alumnus ateneo law school signed official statement endorsing candidacy vp leni robredo sen kiko pangilinan ateneo law school also call u vote leader give hope country,2022-03-25 03:00:04,701,,,,,,
roxas way also gave victory appealing upcoming election let u show acknowledgment affirmation leni capacity love u true electoral bid,2022-03-25 08:29:06,657,,,,,,
roxas recall chose robredo running mate 2016 clear person full trust qualification intellectual qualification also qualification heart none leni robredo,2022-03-25 08:26:53,924,,,,,,
bring awareness im quite baffled regarding seeing leni people ncr house house survey asking information exactly last time saw people marikina ctto,2022-03-25 05:33:07,322,,,,,,
gutierrez clear u support vp lenis presidential bid anchored hope reform government bring better future filipino,2022-03-25 03:02:57,409,,,,,,
rough translation 2016 leni compatriot bicol came true made u win also make win u begging coming election let show recognition 12,2022-03-25 06:17:45,314,,,,,,
roxas longer need weigh higher grade graduated thatyou already know thing thing say 2016 leni kasimanwas bicol true u true u gave u victory,2022-03-25 08:28:24,537,,,,,,
interfaith environmental group living laudato si endorsed presidency leni robredo according leni candidate also stand belief fight advocacy,2022-03-25 07:00:05,498,,,,,,
today start local campaign excited coalition forming marikina mayor marcy teodoro said interview pink movement strong city cant help agree ive seen lot lenikiko tarp gate various store mural,2022-03-25 01:39:18,729,,,,,,
sixth leni robredo make country laugh dignity worthy president good communicating debating explaining listening expect defend sovereignty country,2022-03-25 05:37:21,358,,,,,,
watch leni robredo action today let revisit winning moment together link candidatetalks presidential series election talk cbcp election forum,2022-03-25 13:30:08,501,,,,,,
bbmsara cult twitter party youll check thread top tweet kakampinks showing support vp leni sen kiko shame please try harder bardagula dont,2022-03-25 09:39:30,169,,,,,,
vp leni robredo first 100 day say shell prioritize three thing job healthcare education reiterates need declare educational crisis fix government give kind government deserve,2022-03-25 03:27:57,268,,,,,,
approached team said im solid fight dad,2022-03-25 09:40:56,250,,,,,,
accountability report thread uhaw leni initiative upcoming pampanga rally april 9 goal provide free refreshment attendee volunteer also give away book snack merch ballers pin,2022-03-25 10:19:44,3966,,,,,,
made feel driven endorse mother next leader also presence radiates much vp leni energy way spoke u crowd less hundred people btw u small group talk,2022-03-25 18:31:53,203,,,,,,
know right 1 lutang hello marcos win award hand 2 loser 2016 hello bbm supporter conveniently forget vp leni winner 3 porridge porridge essential course,2022-03-25 11:42:21,344,,,,,,
lol raisa roble lot energy article made power mind conditioning dont even lift stone survey,2022-03-25 21:09:42,218,,,,,,
good point many e people could afford waste time rally need find living bed beak challenge help see value investing good leader let u introduce leader,2022-03-25 08:32:06,372,,,,,,
one lady monica mom converted grade 11 daughter vote leni said son watched video ineducated husband converted daughter told youre voting future,2022-03-26 11:53:06,4168,,,,,,
mayor jenny barzaga dasmarias city officially endorses vp leni robredo president,2022-03-26 14:52:05,3264,,,,,,
shout street leni lugaw least candidate egg romil orcullo construction worker,2022-03-26 10:17:48,273,,,,,,
im sad leave family ill leaving behind cant even campaign vp leni ground carry hope got home vp leni sitting president filipino let win,2022-03-26 00:39:49,13181,,,,,,
bian city late tonight,2022-03-26 13:52:12,222,,,,,,
look stage dimmed presidential candidate vp leni robredo senator kiko pangilinan took picture camanava kakampink crowd grand rally notre dame open field caloocan city saturday march 26 kiko pangilinan twitter,2022-03-26 13:46:14,7848,,,,,,
tandem vice president leni robredo senator kiko pangilinan courted voter central luzon including nueva ecija lost 2016 vice presidential race watch report,2022-03-26 11:01:29,468,,,,,,
support raise choose former interior secretary mar roxas exhorted provincemates capiz rally behind 2016 running mate vp leni robredo reiterating possessed quality leader country need next six year,2022-03-26 01:55:37,5204,,,,,,
standing new day ahead 12mn philippine 10 full hour filipino dedicated still stand break free corruption shouting lenikiko bearer coming may 9 national election,2022-03-26 16:04:50,427,,,,,,
thank much mayor oca moreno support help lenikiko tandem city cagayan de oro entire province misamis oriental dont want forget,2022-03-26 11:35:18,3465,,,,,,
vp leni today also different 1 shoot commercial 2 interview maria ressa 3 still first aid taal hope candidate also lot energy,2022-03-26 13:12:19,21636,,,,,,
look sea pink caloocan camanava campaign rally vp leni robredo running mate senator kiko pangilinan saturday march 26 via,2022-03-26 05:37:58,3067,,,,,,
bbms go leni sortie prove people drawn come willingly,2022-03-26 17:16:00,11101,,,,,,
shunga angry doubt one cheated 2016 really made sure bbm couldnt sit still especially high emotion thank madness shunga candidate lose even god bless,2022-03-26 16:40:19,378,,,,,,
aint stopping crowd caloocan city philippine lenikiko campaign rally singing break free ariana grande,2022-03-26 09:46:43,368,,,,,,
sure,2022-03-26 23:01:03,331,,,,,,
best performance band nahh lenis campaign jingle leni last min earth hour there screen led light stage,2022-03-26 17:24:05,454,,,,,,
bong want,2022-03-26 11:45:24,682,,,,,,
look who office presidential candidate vp leni robredo who next interviewed nobel laureate maria ressa upcoming presidential interview,2022-03-26 07:13:17,12386,,,,,,
watch supporter lenikiko tandem troop notre dame greater manila caloocan city rock rosa concert,2022-03-26 04:57:53,5165,,,,,,
respected veteran photojournalist froiland gallardo based mindanao intrigue chip falling side leni robredo monitor breaking news tomorrow sunday,2022-03-26 12:11:37,7780,,,,,,
dasmarias city cavite mayor jenny austria barzaga husband cavite d4 rep pidi barzaga clad pink white shirt proclamation rally announced theyre backing vp leni robredo president,2022-03-26 15:00:38,7499,,,,,,
watch supporter robredopangilinan tandem join hakbang bianense para kay leni kiko bian laguna organized youth leni bian chapter saturday march 26,2022-03-26 10:19:46,1096,,,,,,
pidi barzaga endorses leni robredo cite experience three branch government executive vp legislative congresswoman judicial litigation lawyer,2022-03-26 14:52:03,5263,,,,,,
huge poster lenikiko tandem first showed bacolod city rally found way notre dame greater manila grade school building,2022-03-26 05:41:21,579,,,,,,
makabayan senatorial candidate bong labog speaking robredos camanava rally labog part 1sambayans senate slate via,2022-03-26 08:43:34,289,,,,,,
solid north like solid notre according lenikiko supporter gathered notre dame greater manila rock rosa concert caloocan school,2022-03-26 05:30:08,360,,,,,,
terrible liza macuja prima ballerina endorsed vp leni prima candidate,2022-03-26 01:25:20,6262,,,,,,
watch makabayan senatorial bet labor leader elmer labog appears lenikiko rally caloocan city urging crowd vote tandem,2022-03-26 09:11:40,362,,,,,,
also looking like alumnus homecoming former ndgm student member notre dame batch 76 gathered support presidential candidate vp leni robredo,2022-03-26 07:50:42,539,,,,,,
look vice president leni robredo arrives notre dame caloocan set speak crowd waiting open field,2022-03-26 12:16:45,560,,,,,,
ret commissioner guanzon wave hand senatorial candidate carmen zubiaga zubiaga say supporting vp leni robredo via,2022-03-26 11:09:11,476,,,,,,
giant lenikiko tarp bacolod negro occ hanging bldg caloocan city today camanava rock rosa rally tarp graced pasiglaban people rally along emerald ave pasig city last march 19 donna johnsonrpc via,2022-03-26 08:14:12,349,,,,,,
elected president vice president leni robredo said priority anchored overall commitment restore trust government honest decent transparent competent leadership via,2022-03-26 02:00:01,239,,,,,,
look mayor lenlen supporting leni malabon mayor lenlen oreta supporting vp leni robredo wearing shirt say son fuchsia lenis pink color became hit oretas among first use pink political color via,2022-03-26 11:42:39,386,,,,,,
vp lenis unfavorite son,2022-03-26 09:15:04,925,,,,,,
rally movement look pinkclad volunteer supporter gather bian city plaza laguna campaign lenikiko tandem tropang angat senatorial slate saturday,2022-03-26 12:46:27,265,,,,,,
watch background drone shot show many lenikiko supporter gathered open ground notre dame greater manila st mary academy caloocan city,2022-03-26 11:45:19,481,,,,,,
look aerial shot camanava rock n rosa rally vp leni robredo sen kiko pangilinan caloocan organizer citing police estimate said around 2100 attendee team kiko pangilinan via,2022-03-26 14:23:07,307,,,,,,
family solid north lenikiko cebu mominlaw said used bbm im leni need tell people asked vote answered bbm need undo error,2022-03-26 22:32:08,5672,,,,,,
silly become libel hey pink talunans fix troll inherit inheritance pueta,2022-03-26 15:12:30,299,,,,,,
least 6500 batangueos express support aksyon demokratiko standardbearer isko moreno domagoso ang bagong lipa grand proclamation rally read,2022-03-26 08:59:42,337,,,,,,
watch lenikiko supporter getting ready rock rosa concert notre dame greater manila open field caloocan city election story,2022-03-26 04:36:15,826,,,,,,
giant leni kiko tarpaulin negro occidental also caloocan via,2022-03-26 06:58:26,195,,,,,,
vp leni robredo consistent brand public service camanava dealt devastating loss prevent providing assistance deserve,2022-03-26 12:32:19,664,,,,,,
notre dame greater manila ground camanava grand rally vp leni robredo sen kiko pangilinan via,2022-03-26 06:29:26,256,,,,,,
look who rappler office presidential candidate vp leni robredo who next interviewed nobel laureate maria ressa upcoming presidential interview via,2022-03-26 07:14:35,340,,,,,,
look crowd camanava rock n rosa volunteerled rally leni robredokiko pangilinan tandem notre dame greater manila open field caloocan city via,2022-03-26 09:01:38,726,,,,,,
look like vp leni robredo clinched another endorsement cavite rep elpidio barzaga dasmarias mayor jenny barzaga officially endorse president dasmarias voterich city 40074 voter,2022-03-26 14:58:22,467,,,,,,
deep probe smni presidential candidate interview ndidate former senator,2022-03-26 13:53:08,340,,,,,,
presidential bet vice president leni robredo said government pursue judicial reform instead reimposing death penalty full story,2022-03-26 10:10:00,600,,,,,,
26 march 2022 lunch traveled san mateo rizal went h2h campaign greeted local partner area divided 3 group covering 1 ward mounted 25 tarpaulin 30 shirt several collateral,2022-03-26 15:34:35,277,,,,,,
first day house house campaign sitio san roque success lot first timer enthusiastically went around komyu introduce photo today featuring hardworking volunteer,2022-03-26 08:04:29,725,,,,,,
madumb becomes leader philippine world class standard modernization beautification program administration agree,2022-03-26 01:56:11,305,,,,,,
